STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USW00024231,2005,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.5,B,283.6,,283.6,B,147,B,75,B,7,B,,,,,0,B,24,B,0,B,147,B,31,B,,,,,,,-2.8,"B,1218,+",,,,,67.8," ,B,1230, ",37.2,"B,0804, ",-1.1,"B,1214",-2.8,"B,1218",,,,,,,-1.1,"W,0315",-2.8,"W,0216",,,,,,,2214.6,6,2214.6,B,952.6," ,B",,,12.97,B,18.64,B,7.3,B,170,B,160,B,10.7,B,16.5,B
USW00024231,2006,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.5,W,339.6,,339.6,W,151,W,92,W,5,W,,,,,0,W,34,W,0,W,151,W,35,W,176, ,62, ,8, ,-6.6,"W,0220,+",,,,,55.9," ,W,0117, ",41.1,"W,0723,+",-1,"W,1030",-2.7,"W,1219",,,,,,,-1.6,"W,0313",-6.6,"W,0220",-6.6,"W,0220",,,,,2252.8,8,2252.8,W,1073.4," ,W",,,13.07,W,19.08,W,7.06,W,230,W,330,W,11.6,W,83.6,W
USW00024231,2007,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.3,W,269.8,,269.8,W,131,W,81,W,3,W,,,,,0,W,41,W,0,W,143,W,16,W,210, ,60, ,2, ,-7.1,"W,0112, ",,,,,48," ,W,1118, ",38.3,"W,0710, ",-0.5,"W,1026",,,,,,,,,0,"W,0329",-2.7,"W,0202",-7.1,"W,0112",-7.1,"W,0112",,,2205.2,2,2205.2,W,747.6," ,W",,,12.55,W,18.22,W,6.87,W,150,W,210,W,11.6,W,21,W
USW00024231,2008,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.4,W,338.1,,338.1,W,147,W,66,W,6,W,,,,,0,W,44,W,1,W,135,W,30,W,196, ,61, ,1, ,-7.1,"W,1216, ",,,,,39.1," ,W,0104, ",40.6,"W,0516, ",-0.5,"W,1206",-4.3,"W,1215",-7.1,"W,1216",-7.1,"W,1216",,,0,"W,0419",-2.7,"W,0305",-6,"W,0124",,,,,2592.6,6,2592.6,W,744.8," ,W",,,12.46,W,18.24,W,6.68,W,10,W,220,W,11.2,W,16.5,W
USW00024231,2009,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.3,W,371.9,,371.9,W,134,W,68,W,2,W,,,,,0,W,47,W,0,W,143,W,37,W,202, ,57, ,9, ,-11,"W,1209, ",,,,,35.1," ,W,1231, ",42.2,"W,0728, ",0,"W,1121",-3.8,"W,1206",-8.2,"W,1207",-8.2,"W,1207",-9.9,"W,1208",-0.5,"W,0416",,,,,,,,,2293.1,1,2293.1,W,590.7," ,W",,,12.78,W,18.63,W,6.94,W,260,W,30,W,25.9,W,84.5,W
USW00024231,2010,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.3,W,259.6,,259.6,W,175,W,104,W,1,W,,,,,0,W,18,W,0,W,128,W,19,W,204, ,50, ,3, ,-2.1,"W,1125,+",,,,,30.7," ,W,1228, ",39.4,"W,0825, ",-1.6,"W,1123",,,,,,,,,-0.5,"W,0409",,,,,,,,,2290.9,9,2290.9,W,985," ,W",,,13.12,W,18.53,W,7.71,W,250,W,210,W,11.2,W,28.6,W
USW00024231,2011,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.3,W,239.5,,239.5,W,150,W,71,W,1,W,,,,,0,W,39,W,0,W,129,W,22,W,199, ,49, ,4, ,-7.1,"W,0226, ",,,,,43.9," ,W,0215, ",36.7,"W,0910, ",0,"W,1026",-2.7,"W,1206",,,,,,,0,"W,0422",-7.1,"W,0226",-7.1,"W,0226",-7.1,"W,0226",,,2347.1,1,2347.1,W,751.1," ,W",,,12.27,W,17.66,W,6.88,W,170,W,330,W,10.7,W,21.9,W
USW00024231,2012,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.4,W,264,,264,W,160,W,87,W,9,W,,,,,0,W,32,W,0,W,150,W,20,W,199, ,54, ,4, ,-2.7,"W,0114,+",,,,,58.2," ,W,0321, ",38.9,"W,0804, ",-0.5,"W,1215",,,,,,,,,0,"W,0322",-2.7,"W,0114",,,,,,,2359.1,1,2359.1,W,1051.1," ,W",,,12.95,W,18.69,W,7.21,W,240,W,210,W,13,W,33.1,W
USW00024231,2013,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.3,W,443.4,,443.4,W,113,W,42,W,1,W,,,,,0,W,40,W,4,W,146,W,36,W,184, ,73, ,7, ,-9.3,"W,1208, ",,,,,29.2," ,W,1119, ",37.2,"W,0910,+",0,"W,1120",-2.7,"W,1122",-4.9,"W,1204",-7.7,"W,1207",-9.3,"W,1208",0,"W,0310",-2.7,"W,0122",,,,,,,2052.7,7,2052.7,W,409.1," ,W",,,13.22,W,18.78,W,7.66,W,360,W,230,W,11.2,W,16.1,W
USW00024231,2014,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.5,W,494.9,,494.9,W,139,W,80,W,5,W,,,,,0,W,15,W,0,W,164,W,50,W,186, ,68, ,2, ,-6,"W,1231, ",,,,,36.1," ,W,0214, ",40,"W,0811, ",0,"W,1130",-4.3,"W,1230",-6,"W,1231",,,,,0,"W,0323",,,,,,,,,2130,0,2130,W,825," ,W",,,14.82,W,20.76,W,8.88,W,160,W,230,W,10.7,W,15.7,W
USW00024231,2015,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.5,W,539.5,,539.5,W,103,W,64,W,5,W,,,,,0,W,18,W,0,W,175,W,43,W,171, ,67, ,6, ,-4.9,"W,0101, ",,,,,48," ,W,0206, ",42.2,"W,0730, ",-1.6,"W,1125",-2.7,"W,1126",,,,,,,-0.5,"W,0304",-2.7,"W,0223",-4.9,"W,0101",,,,,1616.1,1,1616.1,W,774.2," ,W",,,15,W,21.09,W,8.9,W,10,W,330,W,12.5,W,35.8,W
USW00024231,2016,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.6,W,391.9,,391.9,W,158,W,87,W,5,W,,,,,0,W,14,W,0,W,156,W,38,W,141, ,48, ,8, ,-5.5,"W,0102, ",,,,,73.2," ,W,1214, ",41.7,"W,0819, ",-1.6,"W,1207",-3.2,"W,1217",,,,,,,-0.5,"W,0103",-5.5,"W,0102",-5.5,"W,0102",,,,,1785.8,8,1785.8,W,972.9," ,W",,,14.37,W,20.14,W,8.59,W,250,W,220,W,13,W,17.9,W
USW00024231,2017,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.6,W,463.2,,463.2,W,143,W,87,W,0,W,,,,,0,W,24,W,0,W,138,W,48,W,202, ,75, ,4, ,-7.1,"W,0105, ",,,,,25.1," ,W,0216, ",42.2,"W,0803,+",-0.5,"W,1119",,,,,,,,,0,"W,0305",-4.3,"W,0106",-7.1,"W,0105",-7.1,"W,0105",,,2127,0,2127,W,840," ,W",,,13.4,W,19.01,W,7.79,W,170,W,150,W,13.4,W,19.2,W
USW00024231,2018,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.5,W,373.8,,373.8,W,115,W,60,W,1,W,,,,,0,W,24,W,0,W,165,W,34,W,173, ,59, ,8, ,-4.9,"W,0223, ",,,,,39.6," ,W,0323, ",38.3,"W,0726,+",0,"W,1109",,,,,,,,,0,"W,0403",-4.9,"W,0223",-4.9,"W,0223",,,,,2129.9,9,2129.9,W,574.8," ,W",,,13.76,W,19.9,W,7.63,W,230,W,220,W,15.7,W,22.4,W
USW00024231,2019,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",1.4,W,363.6,,363.6,W,114,W,78,W,3,W,,,,,0,W,39,W,0,W,148,W,25,W,189, ,79, ,6, ,-3.2,"W,1130,+",,,,,57.2," ,W,0224, ",39.4,"W,0827, ",0,"W,1027",-3.2,"W,1030",,,,,,,0,"W,0314",-2.7,"W,0207",,,,,,,2095.4,4,2095.4,W,805.1," ,W",,,13.21,W,18.82,W,7.59,W,150,W,210,W,11.6,W,26.4,W
USW00024231,2020,43.23889,-123.35472,160,"ROSEBURG REGIONAL AIRPORT, OR US",,,,,,,,,,,,,,,,,,,,,,,,,,,118, ,40, ,4, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2129.8,8,2129.8,D,,,,,,,,,,,,,,,,,,
