STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES
USW00024172,1991,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",3.3,X,430.2,,430.2,0,45,0,16,0,0,0,15,,1,0,3,0,183,0,8,0,162,0,70,0,24, ,10, ,12, ,-23.9,"0,0102,+",76," ,0,0111, ",25," ,0,0107, ",18," ,0,0909, ",40,"0,0705,+",-2.2,"0,1021",-2.2,"0,1021",-5.6,"0,1024",-11.1,"0,1028",-11.1,"0,1028",-1.1,"0,0528",-3.9,"0,0519",-5.6,"0,0430",-7.2,"0,0418",-9.4,"0,0328",3740.3,3,3740.3,0,129.7," ,0",61," ,0",10.12,0,19.82,0,0.43,0,,,,,,,,
USW00024172,1992,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",3.2,X,436.1,,436.1,0,45,0,11,0,0,0,6,,2,0,3,0,156,0,1,0,201,0,75,0,24, ,13, ,12, ,-21.7,"0,1205, ",76," ,0,1230, ",51," ,0,1229, ",8.6," ,0,0815, ",40.6,"0,0811, ",0,"0,0827",-2.2,"0,1022",-6.1,"0,1104",-7.2,"0,1105",-12.2,"0,1109",-1.1,"0,0423",-3.3,"0,0419",-8.3,"0,0319",-8.3,"0,0319",-10.6,"0,0205",2823.1,1,2823.1,0,83.5," ,0",146," ,0",11.38,0,21.38,0,1.38,0,,,,,,,,
USW00024172,1993,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",,,270.8,,270.8,0,53,0,15,0,0,0,42,,8,0,9,0,157,0,19,0,168,0,53,0,38, ,19, ,8, ,-22.2,"0,0112, ",229," ,0,0118,+",135," ,0,0108, ",23.4," ,0,0606, ",38.3,"0,0804,+",-1.1,"0,0914",-2.8,"0,0925",-4.4,"0,1027",-8.3,"0,1102",-10,"0,1106",0,"0,0504",-3.9,"0,0419",-7.2,"0,0413",-7.2,"0,0413",-13.3,"0,0204",3392.5,5,3392.5,0,138," ,0",541," ,0",9.68,0,18.6,0,0.75,0,,,,,,,,
USW00024172,1994,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",,,,,,,,,,,,,,,,,,,,,,,,,,,30, ,8, ,12, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3211.3,3,3211.3,0,,,,,,,,,,,,,,,,,,
USW00024172,1995,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",3.4,X,367.6,,367.6,0,65,0,26,0,0,0,5,,2,0,0,0,150,0,0,0,159,0,62,0,25, ,3, ,20, ,-16.1,"0,1225, ",76," ,0,0105, ",56," ,0,0104, ",24.1," ,0,0505, ",37.8,"0,0805,+",-2.8,"0,1005",-2.8,"0,1005",-6.7,"0,1024",-6.7,"0,1024",-9.4,"0,1103",0,"0,0426",-2.2,"0,0424",-5,"0,0422",-7.2,"0,0410",-9.4,"0,0307",,,,,194.5," ,0",128," ,0",11.55,0,20.36,0,2.75,0,,,,,,,,
USW00024172,1996,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",,,505.9,,505.9,0,58,0,15,0,0,0,10,,5,0,0,0,149,0,2,0,169,0,78,0,18, ,,,16, ,-16.1,"0,1224, ",127," ,0,1222, ",104," ,0,1221, ",13.2," ,0,0812, ",40.6,"0,0810, ",0,"0,0907",-6.1,"0,1017",-6.1,"0,1017",-9.4,"0,1020",-9.4,"0,1020",-3.3,"0,0429",-3.3,"0,0429",-9.4,"0,0329",-9.4,"0,0329",-9.4,"0,0329",2771.4,4,2771.4,0,136," ,0",303," ,0",11.74,0,20.67,0,2.8,0,,,,,,,,
USW00024172,1997,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",,,398.9,,398.9,0,50,0,10,0,0,0,5,,3,0,0,0,161,0,3,0,185,0,62,0,19, ,2, ,9, ,-15.6,"0,1226,+",127," ,0,0125, ",61," ,0,0124, ",13.5," ,0,0102, ",39.4,"0,0807,+",0,"0,1003",-3.9,"0,1012",-6.1,"0,1013",-9.4,"0,1026",-9.4,"0,1026",-1.7,"0,0425",-6.1,"0,0413",-6.1,"0,0413",-6.7,"0,0412",-8.9,"0,0406",2906.4,4,2906.4,0,84.1," ,0",221," ,0",11.21,0,20.25,0,2.17,0,,,,,,,,
USW00024172,1998,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",3.1,X,448.7,,448.7,0,88,0,34,0,0,0,4,,2,0,5,0,160,0,8,0,140,0,58,0,39, ,4, ,20, ,-23.3,"0,1223,+",76," ,0,0306, ",69," ,0,0305, ",18," ,0,0603,+",40.6,"0,0717, ",-1.1,"0,1004",-2.2,"0,1005",-7.8,"0,1017",-7.8,"0,1017",-14.4,"0,1205",-1.1,"0,0527",-4.4,"0,0417",-4.4,"0,0417",-6.7,"0,0319",-9.4,"0,0307",3191.3,3,3191.3,0,305.4," ,0",242," ,0",10.58,0,18.53,0,2.64,0,,,,,,,,
USW00024172,1999,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",,,400.3,,400.3,W,35,W,5,W,0,W,1,,0,W,0,W,177,W,0,W,177,W,70,W,5, ,,,8, ,-15.6,"W,1208, ",25," ,W,0126, ",18," ,W,0126, ",4.3," ,W,0601, ",40,"W,0701, ",0,"0,0904",-2.2,"0,1016",-4.4,"0,1017",-6.7,"0,1030",-9.4,"0,1118",-1.1,"0,0517",-2.2,"0,0510",-4.4,"0,0413",-11.1,"0,0410",-11.1,"0,0410",3244.5,5,3244.5,W,36.4," ,W",49," ,W",10.86,W,20.77,W,0.94,W,,,,,,,,
USW00024172,2000,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",3,W,461.1,,461.1,W,55,W,22,W,0,W,,,,,1,W,156,W,0,W,178,W,83,W,24, ,9, ,10, ,-17.8,"W,0106, ",,,,,22.1," ,W,1026, ",41.7,"W,0731, ",-3.9,"0,0924",-3.9,"0,0924",-4.4,"0,1101",-9.4,"0,1112",-9.4,"0,1112",-3.3,"0,0512",-3.3,"0,0512",-5.6,"0,0511",-8.3,"0,0130",-11.7,"0,0108",2793.1,1,2793.1,W,181.3," ,W",,,11.51,W,20.79,W,2.22,W,,,,,,,,
USW00024172,2001,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.9,X,429.5,,429.5,0,48,0,14,0,0,0,,,,,0,0,169,0,3,0,191,0,81,0,28, ,13, ,17, ,-16.7,"0,0117, ",,,,,8.1," ,0,1230, ",40,"0,0703, ",0,"0,0909",-6.1,"0,1010",-6.1,"0,1010",-7.2,"0,1024",-8.9,"0,1109",-1.1,"0,0604",-3.3,"0,0504",-4.4,"0,0422",-7.2,"0,0412",-8.9,"0,0410",3220.1,1,3220.1,0,93.2," ,0",,,11.23,0,20.84,0,1.62,0,220,X,220,X,20.1,X,26.4,X
USW00024172,2002,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.7,X,417.8,,417.8,0,33,0,7,0,0,0,,,,,2,0,190,0,0,0,173,0,79,0,29, ,11, ,9, ,-18.9,"0,1102, ",,,,,10.2," ,0,0429, ",43.3,"0,0711, ",0,"0,0907",-2.2,"0,0926",-6.1,"0,1003",-6.7,"0,1013",-11.1,"0,1030",0,"0,0611",-2.8,"0,0512",-8.3,"0,0508",-8.3,"0,0508",-9.4,"0,0319",3087.7,7,3087.7,0,60.4," ,0",,,10.36,0,20.57,0,0.15,0,210,X,210,X,20.1,X,24.1,X
USW00024172,2003,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.8,X,512.4,,512.4,0,45,0,11,0,0,0,,,,,1,0,181,0,1,0,173,0,92,0,47, ,17, ,20, ,-18.9,"0,0208, ",,,,,11.4," ,0,0802, ",42.8,"0,0722, ",-1.7,"0,0918",-4.4,"0,1011",-4.4,"0,1011",-9.4,"0,1101",-9.4,"0,1101",-0.6,"0,0519",-2.8,"0,0505",-6.7,"0,0419",-6.7,"0,0419",-8.9,"0,0405",3200,0,3200,0,98.4," ,0",,,11.08,0,20.86,0,1.3,0,300,X,300,X,21.9,X,25.9,X
USW00024172,2004,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.9,X,422.1,,422.1,0,49,0,19,0,0,0,,,,,0,0,158,0,13,0,187,0,79,0,69, ,36, ,13, ,-15.6,"0,1130,+",,,,,18," ,0,1020, ",38.9,"0,0812,+",-3.9,"0,0921",-3.9,"0,0921",-4.4,"0,1031",-7.2,"0,1101",-10.6,"0,1122",-1.7,"0,0513",-5,"0,0512",-5,"0,0512",-6.7,"0,0229",-11.1,"0,0213",3028.7,7,3028.7,0,157," ,0",,,11,0,20.21,0,1.79,0,300,X,290,X,24.1,X,27.7,X
USW00024172,2005,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.7,X,586.4,,586.4,0,58,0,26,0,1,0,,,,,2,0,139,0,14,0,176,0,77,0,64, ,42, ,11, ,-18.3,"0,0113,+",,,,,28.7," ,0,0506, ",42.8,"0,0715, ",0,"0,0912",-3.3,"0,1006",-6.7,"0,1115",-6.7,"0,1115",-8.9,"0,1116",-2.2,"0,0421",-2.2,"0,0421",-4.4,"0,0415",-7.8,"0,0315",-10,"0,0116",3137.6,6,3137.6,0,197.6," ,0",,,11.78,0,20.39,0,3.16,0,,,,,,,,
USW00024172,2006,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.6,W,681.6,,681.6,0,50,0,10,0,0,0,,,,,2,0,154,0,1,0,179,0,94,0,32, ,11, ,4, ,-20.6,"0,1219, ",,,,,19.1," ,0,0404,+",41.1,"0,0727,+",-1.1,"0,0916",-5,"0,1018",-5,"0,1018",-8.9,"0,1026",-8.9,"0,1026",-0.6,"0,0420",-4.4,"0,0418",-4.4,"0,0418",-8.3,"0,0322",-10.6,"0,0320",2801.4,4,2801.4,0,122.9," ,0",,,12.07,0,21.2,0,2.94,0,270,X,270,X,20.6,X,25,X
USW00024172,2007,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.5,W,649.6,,649.6,0,35,0,14,0,0,0,,,,,1,0,170,0,5,0,196,0,100,0,26, ,5, ,17, ,-20,"0,0113, ",,,,,13.2," ,0,0422, ",44.4,"0,0705, ",-2.8,"0,0924",-2.8,"0,0924",-4.4,"0,0930",-7.8,"0,1021",-9.4,"0,1122",-2.2,"0,0506",-2.2,"0,0506",-4.4,"0,0421",-8.9,"0,0419",-8.9,"0,0419",2969.9,9,2969.9,0,82.4," ,0",,,11.98,0,22.2,0,1.76,0,200,X,220,X,19.2,X,25,X
USW00024172,2008,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.6,W,615.4,,615.4,0,42,0,15,0,0,0,,,,,1,0,182,0,4,0,181,0,100,0,39, ,17, ,11, ,-18.3,"0,1218, ",,,,,14.5," ,0,0526, ",41.7,"0,0815, ",-1.1,"0,0923",-5.6,"0,1012",-5.6,"0,1012",-9.4,"0,1013",-9.4,"0,1013",-2.8,"0,0513",-2.8,"0,0513",-5,"0,0501",-8.3,"0,0421",-10,"0,0306",3103.4,4,3103.4,0,123.4," ,0",,,11.85,0,21.68,0,2.02,0,250,X,320,X,18.3,X,24.6,X
USW00024172,2009,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.5,W,628.4,,628.4,0,35,0,12,0,0,0,,,,,6,0,173,0,9,0,187,0,98,0,51, ,29, ,13, ,-25,"0,1210,+",,,,,18.3," ,0,0613, ",42.8,"0,0718, ",-1.1,"0,0930",-4.4,"0,1001",-4.4,"0,1001",-9.4,"0,1029",-9.4,"0,1029",-0.6,"0,0504",-4.4,"0,0429",-4.4,"0,0429",-8.3,"0,0405",-11.7,"0,0404",2820.3,3,2820.3,0,108.5," ,0",,,11.61,0,21.6,0,1.62,0,290,X,280,X,21.9,X,28.6,X
USW00024172,2010,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.6,W,505.5,,505.5,0,51,0,20,0,0,0,,,,,0,0,157,0,4,0,175,0,84,0,63, ,23, ,13, ,-15.6,"0,1125,+",,,,,15.2," ,0,1007,+",41.7,"0,0724,+",0,"0,1025",-5,"0,1026",-5,"0,1026",-7.2,"0,1027",-9.4,"0,1109",0,"0,0523",-5,"0,0507",-5,"0,0507",-7.2,"0,0407",-8.9,"0,0315",3213.3,3,3213.3,0,159.8," ,0",,,11.65,0,20.87,0,2.43,0,250,X,150,X,24.1,X,37.1,X
USW00024172,2011,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.7,W,504.3,,504.3,X,38,X,9,X,0,X,,,,,4,X,173,X,2,X,171,X,92,X,28, ,10, ,13, ,-20,"X,1223, ",,,,,8.9," ,X,0218, ",41.1,"X,0729, ",0,"X,1006",-5,"X,1026",-5,"X,1026",-7.2,"X,1028",-11.1,"X,1102",-3.3,"X,0603",-3.3,"X,0603",-6.7,"X,0430",-6.7,"X,0430",-9.4,"X,0301",2977.2,2,2977.2,X,68.7," ,X",,,11.08,X,21.1,X,1.07,X,290,X,290,X,24.6,X,29.5,X
USW00024172,2012,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.9,X,642.2,,642.2,X,33,X,13,X,0,X,,,,,4,X,154,X,5,X,197,X,111,X,9, ,8, ,,,-21.7,"X,0117, ",,,,,7.1," ,X,0317, ",41.1,"X,0809,+",-2.2,"X,1008",-2.2,"X,1008",-5,"X,1018",-8.9,"X,1026",-8.9,"X,1026",-1.1,"X,0610",-2.8,"X,0412",-5.6,"X,0408",-8.3,"X,0407",-9.4,"X,0310",2908,0,2908,X,71.8," ,X",,,12.21,X,22.48,X,1.95,X,240,X,230,X,21.5,X,27.7,X
USW00024172,2013,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.8,W,447.9,,447.9,W,28,W,6,W,0,W,,,,,24,W,199,W,29,W,174,W,81,W,3, ,7, ,,,-26.6,"W,1209, ",,,,,6.1," ,W,0912, ",42.2,"W,0701, ",-1,"W,0919",-3.8,"W,0927",-5.5,"W,1004",-8.8,"W,1016",-9.9,"W,1105",-4.9,"W,0524",-4.9,"W,0524",-4.9,"W,0524",-8.8,"W,0423",-11.6,"W,0418",3359.7,7,3359.7,W,45.2," ,W",,,9.37,W,19.8,W,-1.07,W,250,W,260,W,21.5,W,28.6,W
USW00024172,2014,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.9,W,498.3,,498.3,W,37,W,14,W,0,W,,,,,0,W,165,W,2,W,187,W,76,W,1, ,,,,,-16.6,"W,0105, ",,,,,23.6," ,W,0520, ",42.2,"W,0714, ",-3.8,"W,1002",-3.8,"W,1002",-5.5,"W,1027",-7.7,"W,1103",-9.3,"W,1111",0,"W,0618",-2.7,"W,0511",-6.6,"W,0414",-9.3,"W,0403",-9.3,"W,0403",3324.6,6,3324.6,W,110.5," ,W",,,11.62,W,21.44,W,1.79,W,170,W,170,W,21.9,W,27.3,W
USW00024172,2015,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.6,W,507,,507,W,44,W,22,W,0,W,,,,,3,W,159,W,7,W,183,W,76,W,,,,,,,-20.5,"W,1231, ",,,,,21.8," ,W,1102, ",40,"W,0627, ",0,"W,1020",-2.7,"W,1030",-5.5,"W,1107",-7.7,"W,1111",-11,"W,1127",-1,"W,0426",-2.7,"W,0419",-4.9,"W,0417",-8.2,"W,0416",-9.3,"W,0403",2786.4,4,2786.4,W,202.9," ,W",,,11.85,W,21.17,W,2.53,W,260,W,260,W,22.8,W,27.7,W
USW00024172,2016,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.8,W,456.5,,456.5,W,43,W,11,W,0,W,,,,,2,W,161,W,7,W,179,W,84,W,1, ,3, ,,,-23.2,"W,0101, ",,,,,17.5," ,W,1028, ",41.7,"W,0729, ",-0.5,"W,0914",-2.7,"W,1002",-4.9,"W,1116",-9.9,"W,1117",-9.9,"W,1117",-0.5,"W,0522",-4.3,"W,0416",-4.9,"W,0326",-9.9,"W,0323",-9.9,"W,0323",2869.4,4,2869.4,W,95.1," ,W",,,11.6,W,21.15,W,2.06,W,270,W,280,W,20.6,W,25,W
USW00024172,2017,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",3,W,563.3,,563.3,W,45,W,14,W,0,W,,,,,2,W,173,W,4,W,167,W,85,W,3, ,,,,,-24.3,"W,0106, ",,,,,13.2," ,W,0220, ",40.6,"W,0802, ",-2.7,"W,0922",-2.7,"W,0922",-4.9,"W,1009",-7.7,"W,1013",-9.9,"W,1117",-0.5,"W,0519",-2.7,"W,0430",-4.9,"W,0429",-7.7,"W,0305",-9.3,"W,0301",3075.4,4,3075.4,W,113.2," ,W",,,11.07,W,20.06,W,2.08,W,280,W,200,W,21.9,W,30.4,W
USW00024172,2018,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.7,W,452.4,,452.4,W,36,W,11,W,0,W,,,,,0,W,180,W,2,W,173,W,77,W,9, ,1, ,,,-17.7,"W,0220, ",,,,,17," ,W,1224, ",40,"W,0809, ",0,"W,0916",-3.2,"W,1012",-7.7,"W,1015",-7.7,"W,1015",-9.3,"W,1106",-0.5,"W,0503",-3.8,"W,0430",-4.9,"W,0328",-7.1,"W,0327",-9.3,"W,0326",3241.7,7,3241.7,W,104.2," ,W",,,10.72,W,20.28,W,1.16,W,250,W,250,W,19.2,W,23.7,W
USW00024172,2019,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",2.8,W,429.9,,429.9,W,61,W,23,W,0,W,,,,,0,W,177,W,1,W,149,W,68,W,9, ,5, ,4, ,-14.9,"W,1030, ",,,,,10.4," ,W,0213, ",38.3,"W,0728, ",0,"W,0917",-2.7,"W,1001",-6,"W,1002",-7.7,"W,1010",-12.1,"W,1028",-0.5,"W,0503",-6,"W,0501",-6,"W,0501",-7.7,"W,0316",-9.3,"W,0223",3243.2,2,3243.2,W,160.9," ,W",,,10.7,W,19.3,W,2.09,W,280,W,280,W,20.1,W,22.8,W
USW00024172,2020,40.0681,-118.5692,1189.3,"LOVELOCK DERBY FIELD AIRPORT, NV US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080.3,3,3080.3,W,,,,,,,,,,,,,,,,,,
