STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
USW00024221,1978,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,123.3,,123.3,0,140,0,88,0,5,0,0,,1,0,0,0,72,0,4,0,117,0,16,0,176, ,64, ,3, ,-12.2,"0,1231,+",0,"T,0,1231,+",25," ,0,1120, ",78.2," ,0,0105, ",40,"0,0808, ",-1.1,"0,1022",-2.2,"0,1025",-4.4,"0,1105",-6.7,"0,1111",-11.1,"0,1113",0,"0,0506",-3.9,"0,0315",,,,,,,2658.9,9,2658.9,0,1004," ,0",25," ,0",10.82,0,16.9,0,4.73,0,180,X,,,,,180,X,14.3,X,,,,,21.1,X
USW00024221,1979,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,93.7,,93.7,0,140,0,95,0,9,0,0,,0,0,0,0,56,0,9,0,147,0,12,0,121, ,45, ,2, ,-13.9,"0,0101, ",0,"T,0,0203,+",0,"T,0,1211,+",73.9," ,0,1018, ",38.9,"0,0716, ",-1.1,"0,1108",-2.2,"0,1128",,,,,,,0,"0,0529",-11.1,"0,0202",-11.1,"0,0202",-11.1,"0,0202",-11.1,"0,0202",3005.8,8,3005.8,0,1302.7," ,0",0,"T,0",11.25,0,17.41,0,5.08,0,110,X,,,,,180,X,14.3,X,,,,,19.5,X
USW00024221,1980,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,73.2,,73.2,0,127,0,90,0,10,0,0,,0,0,0,0,61,0,5,0,122,0,9,0,179, ,66, ,5, ,-13.3,"0,0130, ",0,"T,0,0110, ",0,"T,0,1206,+",113.8," ,0,1202, ",35.6,"0,0721, ",-3.9,"0,1022",-3.9,"0,1022",-4.4,"0,1207",,,,,0,"0,0516",-2.2,"0,0402",-5,"0,0212",-13.3,"0,0130",-13.3,"0,0130",2731.7,7,2731.7,0,1304.2," ,0",0,"T,0",10.94,0,17.24,0,4.64,0,170,X,,,,,180,X,14.8,X,,,,,20,X
USW00024221,1981,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,129.6,,129.6,0,147,0,96,0,10,0,0,,0,0,0,0,52,0,0,0,115,0,16,0,179, ,78, ,3, ,-5.6,"0,1128, ",0," ,0,1231,+",0,"T,0,1231,+",124.2," ,0,1205, ",42.2,"0,0809, ",0,"0,1014",-4.4,"0,1127",-4.4,"0,1127",,,,,-1.7,"0,0413",-2.8,"0,0306",,,,,,,2628.3,3,2628.3,0,1419.7," ,0",0,"T,0",11.19,0,17.28,0,5.09,0,170,X,,,,,180,X,17.4,X,,,,,25.7,X
USW00024221,1982,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,105.6,,105.6,0,140,0,99,0,21,0,8,,3,0,0,0,93,0,5,0,119,0,10,0,147, ,62, ,2, ,-11.1,"0,0106, ",76," ,0,0110,+",58," ,0,0104, ",76.7," ,0,1215, ",36.1,"0,0618, ",-3.3,"0,1019",-3.3,"0,1019",-4.4,"0,1109",-7.8,"0,1230",,,0,"0,0511",-2.2,"0,0401",-8.3,"0,0210",-8.3,"0,0210",-11.1,"0,0106",2908.7,7,2908.7,0,1524.9," ,0",180," ,0",10.37,0,16.41,0,4.34,0,180,X,,,,,180,X,15.6,X,,,,,27.2,X
USW00024221,1983,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",,,50.5,,50.5,0,166,0,123,0,16,0,7,,1,0,0,0,48,0,6,0,112,0,4,0,175, ,55, ,11, ,-12.2,"0,1223, ",76," ,0,1226,+",53," ,0,1224, ",58.4," ,0,0217, ",33.3,"0,0730,+",0,"0,0930",-5,"0,1220",-5,"0,1220",-7.8,"0,1221",-11.7,"0,1222",-0.6,"0,0424",-2.8,"0,0413",-5,"0,0204",,,,,2736.9,9,2736.9,0,1626.3," ,0",94," ,0",11.01,0,16.53,0,5.49,0,230,X,,,,,180,X,13.4,X,,,,,21.6,X
USW00024221,1984,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.4,X,87.8,,87.8,0,153,0,116,0,10,0,0,,0,0,0,0,53,0,2,0,114,0,10,0,160, ,63, ,5, ,-8.9,"0,0117, ",0,"T,0,0101, ",0,"T,0,1220,+",87.1," ,0,0212, ",34.4,"0,0826,+",0,"0,1029",-2.2,"0,1126",-5,"0,1206",-7.8,"0,1219",,,-0.6,"0,0506",-2.8,"0,0205",-4.4,"0,0130",-6.7,"0,0118",-8.9,"0,0117",2829.8,8,2829.8,0,1568.9," ,0",0,"T,0",10.79,0,16.59,0,4.98,0,180,X,,,,,180,X,13.9,X,,,,,20,X
USW00024221,1985,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.5,X,143.4,,143.4,0,101,0,62,0,7,0,3,,2,0,0,0,110,0,6,0,119,0,19,0,140, ,64, ,3, ,-8.9,"0,1130,+",152," ,0,1202, ",119," ,0,1201, ",56.1," ,0,0207, ",37.2,"0,0719, ",-1.7,"0,1008",-3.3,"0,1009",-5,"0,1111",-6.7,"0,1112",-8.9,"0,1129",-1.1,"0,0512",-2.8,"0,0315",-4.4,"0,0302",-8.3,"0,0204",,,2956,0,2956,0,859.4," ,0",182," ,0",10.09,0,16.43,0,3.75,0,180,X,,,,,225,X,11.2,X,,,,,20,X
USW00024221,1986,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.5,X,158.1,,158.1,0,133,0,91,0,14,0,1,,1,0,0,0,32,0,0,0,118,0,17,0,164, ,80, ,6, ,-5.6,"0,1210, ",51," ,0,0219, ",71," ,0,0218, ",61.5," ,0,1127, ",36.1,"0,0808, ",0,"0,1110",-4.4,"0,1209",-4.4,"0,1209",,,,,-0.6,"0,0424",-3.9,"0,0209",,,,,,,2828.9,9,2828.9,0,1344.3," ,0",71," ,0",11.77,0,17.36,0,6.19,0,320,X,,,,,315,X,16.5,X,,,,,22.6,X
USW00024221,1987,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.3,X,147.8,,147.8,0,115,0,78,0,10,0,3,,2,0,0,0,50,0,2,0,140,0,21,0,138, ,54, ,3, ,-6.1,"0,0117,+",127," ,0,1216, ",89," ,0,1215, ",79.8," ,0,1203, ",38.9,"0,0831, ",0,"0,1027",-2.2,"0,1224",,,,,,,0,"0,0419",-2.2,"0,0226",-5,"0,0121",,,,,2576.2,2,2576.2,0,1138.1," ,0",153," ,0",11.93,0,18.14,0,5.72,0,190,X,,,,,180,X,17,X,,,,,22.1,X
USW00024221,1988,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.5,X,152.7,,152.7,0,130,0,93,0,13,0,0,,1,0,0,0,43,0,1,0,127,0,20,0,141, ,61, ,5, ,-5.6,"0,1218,+",0,"T,0,0202,+",25," ,0,0201, ",52.1," ,0,0110, ",39.4,"0,0902, ",-0.6,"0,1129",-2.8,"0,1216",-5.6,"0,1217",,,,,-0.6,"0,0408",-2.2,"0,0312",-5.6,"0,0202",,,,,2573.7,7,2573.7,0,1212.9," ,0",51," ,0",11.79,0,17.69,0,5.9,0,180,X,,,,,225,X,16.5,X,,,,,23.1,X
USW00024221,1989,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.4,X,124.4,,124.4,0,126,0,81,0,10,0,8,,2,0,0,0,47,0,6,0,145,0,13,0,136, ,58, ,3, ,-15.6,"0,0205, ",102," ,0,0204, ",84," ,0,0201, ",47.2," ,0,0109, ",35.6,"0,0913, ",0,"0,1015",-2.2,"0,1102",,,,,,,0,"0,0304",-3.9,"0,0215",-7.8,"0,0209",-7.8,"0,0209",-13.3,"0,0208",2477.6,6,2477.6,0,1032.9," ,0",143," ,0",11.81,0,17.54,0,6.08,0,150,X,,,,,180,X,11.2,X,,,,,19.5,X
USW00024221,1990,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.6,X,219.7,,219.7,0,139,0,101,0,13,0,10,,4,0,0,0,44,0,8,0,123,0,25,0,143, ,52, ,5, ,-15.6,"0,1222, ",51," ,0,1221,+",86," ,0,0215, ",69.9," ,0,1030, ",37.8,"0,0811,+",-1.1,"0,1007",-9.4,"0,1219",-9.4,"0,1219",-9.4,"0,1219",-9.4,"0,1219",-2.2,"0,0313",-2.2,"0,0313",-6.7,"0,0214",-6.7,"0,0214",,,2417.2,2,2417.2,0,1409," ,0",314," ,0",11.93,0,17.61,0,6.24,0,220,X,,,,,225,X,15.6,X,,,,,25.7,X
USW00024221,1991,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.2,X,153.9,,153.9,0,131,0,93,0,12,0,0,,0,0,0,0,44,0,3,0,122,0,15,0,133, ,69, ,2, ,-5.6,"0,0130,+",0," ,0,1231,+",0,"T,0,0424,+",54.1," ,0,0303, ",37.2,"0,0723, ",0,"0,1029",-2.8,"0,1030",,,,,,,0,"0,0429",-2.2,"0,0224",-5.6,"0,0130",,,,,2763,0,2763,0,1230.2," ,0",0,"T,0",11.59,0,17.4,0,5.77,0,180,X,,,,,180,X,10.3,X,,,,,18,X
USW00024221,1992,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.4,X,207.6,,207.6,0,128,0,87,0,10,0,1,,2,0,0,0,37,0,0,0,152,0,21,0,124, ,57, ,4, ,-6.7,"0,1205, ",25," ,0,1230, ",38," ,0,1207, ",50," ,0,1201, ",40,"0,0811, ",-1.1,"0,1015",-3.9,"0,1124",-5,"0,1204",-6.7,"0,1205",,,0,"0,0423",-2.2,"0,0205",-4.4,"0,0120",,,,,2161.6,6,2161.6,0,1209.2," ,0",84," ,0",12.82,0,18.99,0,6.65,0,190,X,,,,,180,X,13.9,X,,,,,20,X
USW00024221,1993,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.4,X,88.1,,88.1,0,145,0,97,0,11,0,12,,4,0,0,0,76,0,13,0,129,0,9,0,149, ,68, ,9, ,-13.3,"0,0110, ",127," ,0,0220, ",145," ,0,0219, ",78," ,0,1210, ",37.8,"0,0803, ",-1.1,"0,1102",-2.8,"0,1106",-4.4,"0,1114",-6.7,"0,1123",-9.4,"0,1124",-5,"0,0228",-5,"0,0228",-5,"0,0228",-7.2,"0,0216",-13.3,"0,0110",2616.9,9,2616.9,0,1364.7," ,0",378," ,0",10.9,0,16.61,0,5.2,0,360,X,,,,,180,X,13,X,,,,,19,X
USW00024221,1994,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.7,X,156.1,,156.1,0,133,0,99,0,9,0,0,,0,0,0,0,53,0,0,0,137,0,13,0,112, ,56, ,2, ,-6.7,"0,0208,+",0," ,0,1231,+",8," ,0,0322, ",94," ,0,1031, ",38.9,"0,0721, ",0,"0,1011",-2.2,"0,1119",,,,,,,0,"0,0326",-2.2,"0,0306",-6.7,"0,0208",-6.7,"0,0208",,,2609.4,4,2609.4,0,1184.6," ,0",8," ,0",12.03,0,18.18,0,5.87,0,170,X,,,,,180,X,15.6,X,,,,,22.6,X
USW00024221,1995,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.4,X,154.2,,154.2,0,155,0,113,0,18,0,3,,1,0,0,0,38,0,1,0,125,0,13,0,163, ,58, ,2, ,-6.1,"0,1103, ",76," ,0,0214, ",56," ,0,0213, ",105.4," ,0,0113, ",37.2,"0,0717, ",0,"0,1019",-5,"0,1031",-5,"0,1031",,,,,0,"0,0416",-3.3,"0,0307",,,,,,,2379.3,3,2379.3,0,1665.9," ,0",76," ,0",12.44,0,18.17,0,6.7,0,,,,,,,,,,,,,,,,
USW00024221,1996,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.3,X,150.1,,150.1,0,165,0,113,0,21,0,,,,,0,0,42,0,2,0,119,0,21,0,231, ,53, ,8, ,-7.8,"0,0202,+",,,,,102.4," ,0,1118, ",38.3,"0,0810, ",-1.1,"0,1017",-3.3,"0,1218",-4.4,"0,1219",,,,,0,"0,0508",-2.8,"0,0326",-7.2,"0,0203",-7.2,"0,0203",,,2512.9,9,2512.9,0,1944.4," ,0",,,11.42,0,17.42,0,5.42,0,,,0,X,200,X,,,,,44.3,X,23.2,X,,
USW00024221,1997,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",2.8,X,124.3,,124.3,0,167,0,91,0,7,0,,,,,0,0,51,0,0,0,126,0,13,0,215, ,74, ,2, ,-7.2,"0,0115, ",,,,,34.5," ,0,0301, ",35.6,"0,0812, ",0,"0,1024",-2.2,"0,1206",,,,,,,0,"0,0406",-2.8,"0,0223",-7.2,"0,0115",-7.2,"0,0115",,,2627.5,5,2627.5,0,982.8," ,0",,,11.51,0,17.23,0,5.79,0,,,220,X,230,X,,,,,16.1,X,21,X,,
USW00024221,1998,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.1,X,165.6,,165.6,0,174,0,117,0,9,0,,,,,0,0,30,0,4,0,122,0,23,0,205, ,53, ,7, ,-12.2,"0,1223, ",,,,,57.2," ,0,1227, ",40.6,"0,0727, ",-0.6,"0,1020",-4.4,"0,1219",-4.4,"0,1219",-10,"0,1220",-10,"0,1220",-1.7,"0,0329",-2.8,"0,0307",,,,,,,2579.3,3,2579.3,0,1280.5," ,0",,,11.78,0,17.61,0,5.96,0,,,170,X,180,X,,,,,18.3,X,21.5,X,,
USW00024221,1999,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.3,X,95.2,,95.2,0,164,0,102,0,7,0,,,,,0,0,46,0,1,0,126,0,9,0,192, ,52, ,6, ,-5.6,"0,1226, ",,,,,50," ,0,1125, ",35.6,"0,0912, ",-0.6,"0,0928",-3.3,"0,1223",-5.6,"0,1226",,,,,0,"0,0509",-2.2,"0,0311",,,,,,,2718.6,6,2718.6,0,1078.8," ,0",,,11.1,0,17.16,0,5.05,0,,,180,X,190,X,,,,,16.5,X,38.9,X,,
USW00024221,2000,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",2.9,X,93.7,,93.7,0,149,0,84,0,6,0,,,,,0,0,68,0,0,0,124,0,11,0,226, ,85, ,1, ,-6.7,"0,1122,+",,,,,49," ,0,0110, ",35,"0,0627, ",-0.6,"0,0923",-2.2,"0,1023",-5,"0,1111",-6.7,"0,1119",,,-0.6,"0,0429",-2.2,"0,0330",,,,,,,2641.2,2,2641.2,0,865.3," ,0",,,10.97,0,17.03,0,4.91,0,,,220,X,220,X,,,,,16.1,X,20.6,X,,
USW00024221,2001,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",2.9,X,97.7,,97.7,0,141,0,76,0,4,0,,,,,0,0,53,0,0,0,130,0,7,0,189, ,60, ,4, ,-6.1,"0,0117, ",,,,,36.8," ,0,1128, ",36.7,"0,0809, ",0,"0,1021",-2.2,"0,1107",,,,,,,-0.6,"0,0529",-4.4,"0,0228",-4.4,"0,0228",,,,,2891.2,2,2891.2,0,704.3," ,0",,,11.11,0,17.43,0,4.79,0,,,190,X,210,X,,,,,14.8,X,20.1,X,,
USW00024221,2002,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.1,X,131.8,,131.8,0,132,0,71,0,8,0,,,,,0,0,49,0,0,0,129,0,15,0,173, ,51, ,4, ,-8.9,"0,1101, ",,,,,57.7," ,0,1230, ",40,"0,0813, ",-1.1,"0,1011",-2.8,"0,1026",-5,"0,1030",-8.3,"0,1031",-8.9,"0,1101",-0.6,"0,0508",-2.8,"0,0303",,,,,,,2607.6,6,2607.6,0,944.9," ,0",,,11.44,0,17.7,0,5.17,0,,,190,X,190,X,,,,,26.8,X,31.3,X,,
USW00024221,2003,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.1,X,176.4,,176.4,0,160,0,94,0,5,0,,,,,0,0,39,0,0,0,134,0,25,0,173, ,49, ,6, ,-6.7,"0,1101, ",,,,,68.1," ,0,1213, ",38.3,"0,0729, ",-1.1,"0,1030",-2.8,"0,1031",-6.7,"0,1101",-6.7,"0,1101",,,0,"0,0518",-2.8,"0,0226",,,,,,,2504.1,1,2504.1,0,1049.7," ,0",,,12.09,0,17.95,0,6.22,0,,,220,X,220,X,,,,,15.6,X,20.6,X,,
USW00024221,2004,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",2.9,X,172.7,,172.7,0,148,0,81,0,5,0,,,,,0,0,39,0,2,0,134,0,21,0,227, ,92, ,3, ,-6.7,"0,0106, ",,,,,34.3," ,0,0101, ",39.4,"0,0723, ",0,"0,1104",-2.2,"0,1105",,,,,,,0,"0,0402",-2.8,"0,0213",-6.7,"0,0106",-6.7,"0,0106",,,2431.7,7,2431.7,0,801.2," ,0",,,11.96,0,17.82,0,6.1,0,,,170,X,170,X,,,,,14.8,X,18.3,X,,
USW00024221,2005,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",2.9,X,134.6,,134.6,0,141,0,84,0,4,0,,,,,0,0,56,0,3,0,121,0,19,0,201, ,77, ,9, ,-6.7,"0,1216, ",,,,,62.2," ,0,1230, ",36.7,"0,0727, ",0,"0,1027",-2.2,"0,1127",-4.4,"0,1209",-6.7,"0,1216",,,-1.7,"0,0315",-2.2,"0,0218",-4.4,"0,0215",,,,,2560.8,8,2560.8,0,883.1," ,0",,,11.44,0,17.51,0,5.38,0,,,180,X,170,X,,,,,16.1,X,20.6,X,,
USW00024221,2006,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.2,W,147.7,,147.7,0,145,0,92,0,10,0,,,,,0,0,54,0,1,0,131,0,25,0,207, ,57, ,6, ,-8.3,"0,1031, ",,,,,65," ,0,1107, ",40.6,"0,0723, ",0,"0,1025",-2.2,"0,1026",-4.4,"0,1030",-8.3,"0,1031",,,0,"0,0512",-2.2,"0,0312",-7.8,"0,0220",-7.8,"0,0220",,,2658.2,2,2658.2,0,1252.3," ,0",,,11.4,0,17.66,0,5.13,0,,,240,X,250,X,,,,,19.7,X,24.1,X,,
USW00024221,2007,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",2.9,W,107.2,,107.2,0,138,0,89,0,8,0,,,,,0,0,69,0,4,0,120,0,10,0,219, ,63, ,1, ,-8.3,"0,0113, ",,,,,49," ,0,1118, ",38.3,"0,0710, ",0,"0,0924",-2.2,"0,1114",-6.1,"0,1123",,,,,0,"0,0528",-2.2,"0,0321",-5.6,"0,0202",-6.7,"0,0201",,,2758.2,2,2758.2,0,869.9," ,0",,,10.91,0,16.93,0,4.89,0,,,230,X,220,X,,,,,16.1,X,19.7,X,,
USW00024221,2008,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",2.9,W,154.3,,154.3,0,143,0,74,0,2,0,,,,,0,0,67,0,3,0,118,0,17,0,229, ,72, ,5, ,-12.2,"0,1217,+",,,,,32.3," ,0,1103, ",37.8,"0,0814, ",-2.2,"0,1011",-2.2,"0,1011",-7.8,"0,1215",-7.8,"0,1215",-12.2,"0,1216",0,"0,0420",-2.8,"0,0402",-6.7,"0,0125",-6.7,"0,0125",,,2984.7,7,2984.7,0,741.5," ,0",,,10.78,0,16.8,0,4.76,0,,,290,X,180,X,,,,,15.6,X,21.5,X,,
USW00024221,2009,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",2.8,W,172.5,,172.5,0,134,0,78,0,4,0,,,,,0,0,80,0,7,0,127,0,20,0,227, ,64, ,13, ,-13.9,"0,1209, ",,,,,42.4," ,0,0613, ",41.1,"0,0728, ",-1.7,"0,1006",-2.2,"0,1129",-4.4,"0,1202",-8.9,"0,1207",-8.9,"0,1207",0,"0,0424",-2.8,"0,0404",-4.4,"0,0311",,,,,2787.8,8,2787.8,0,809," ,0",,,10.95,0,17.15,0,4.76,0,,,180,X,240,X,,,,,14.8,X,20.6,X,,
USW00024221,2010,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",2.7,W,118.2,,118.2,0,163,0,114,0,3,0,,,,,0,0,25,0,0,0,109,0,15,0,212, ,45, ,6, ,-3.9,"0,1123, ",,,,,31.2," ,0,1023, ",38.3,"0,0814, ",-3.9,"0,1123",-3.9,"0,1123",,,,,,,0,"0,0506",-2.2,"0,0309",,,,,,,2688.1,1,2688.1,0,1158.4," ,0",,,11.65,0,17.19,0,6.11,0,,,190,X,190,X,,,,,19.7,X,23.7,X,,
USW00024221,2011,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",2.8,W,121.6,,121.6,X,141,Z,78,Z,5,Z,,,,,0,X,63,X,0,X,107,X,16,X,184, ,50, ,1, ,-7.2,"X,0226, ",,,,,60.5," ,Z,1228, ",34.4,"X,0910, ",0,"X,1025",-2.8,"X,1026",-4.4,"X,1212",-6.7,"X,1213",,,-0.6,"X,0422",-7.2,"X,0226",-7.2,"X,0226",-7.2,"X,0226",,,2767.4,4,2767.4,X,865.2," ,Z",,,10.93,X,16.57,X,5.28,X,,,230,X,240,X,,,,,19.2,X,25.9,X,,
USW00024221,2012,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",2.9,X,119.9,,119.9,X,162,X,106,X,12,X,,,,,0,X,44,X,0,X,137,X,12,X,195, ,44, ,3, ,-7.2,"X,0116, ",,,,,60.7," ,X,0118, ",38.3,"X,0804, ",0,"X,1005",,,,,,,,,-1.1,"X,0323",-2.8,"X,0308",-4.4,"X,0206",-7.2,"X,0116",,,2712.3,3,2712.3,X,1275.5," ,X",,,11.61,X,17.57,X,5.66,X,,,190,X,160,X,,,,,17.4,X,22.8,X,,
USW00024221,2013,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",2.5,W,217.8,,217.8,W,114,W,53,W,1,W,,,,,3,W,71,W,11,W,125,W,19,W,144, ,24, ,1, ,-23.2,"W,1208, ",,,,,48.3," ,W,0929, ",35.6,"W,0724,+",-2.1,"W,1029",-4.3,"W,1121",-7.1,"W,1122",-7.1,"W,1122",-9.9,"W,1205",-0.5,"W,0430",-2.2,"X,0307",-6.7,"X,0112",-6.7,"X,0112",,,2461.6,6,2461.6,W,539.2," ,W",,,11.38,W,17.36,W,5.39,W,,,230,W,230,W,,,,,14.3,W,19.7,W,,
USW00024221,2014,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3,W,251.4,,251.4,W,159,W,91,W,7,W,,,,,0,W,47,W,3,W,153,W,36,W,165, ,29, ,4, ,-7.1,"W,1231, ",,,,,40.6," ,W,1220,+",38.3,"W,0811, ",-1.6,"W,1112",-3.2,"W,1115",-6,"W,1116",-7.1,"W,1231",,,0,"W,0324",-6.6,"W,0207",-6.6,"W,0207",,,,,2672.9,9,2672.9,W,1049.6," ,W",,,12.72,W,18.86,W,6.57,W,,,190,W,180,W,,,,,18.3,W,24.1,W,,
USW00024221,2015,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3,W,282.4,,282.4,W,125,W,76,W,7,W,,,,,0,W,35,W,0,W,156,W,29,W,211, ,59, ,9, ,-8.2,"W,1129, ",,,,,41.9," ,W,1217, ",40.6,"W,0730, ",-2.7,"W,1121",-2.7,"W,1121",-4.9,"W,1126",-7.1,"W,1127",,,-0.5,"W,0309",-2.7,"W,0305",-5.5,"W,0102",,,,,2089.9,9,2089.9,W,819.9," ,W",,,13.07,W,19.67,W,6.47,W,,,220,W,150,W,,,,,16.5,W,21.9,W,,
USW00024221,2016,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.1,W,171.1,,171.1,W,163,W,104,W,7,W,,,,,0,W,29,W,3,W,146,W,22,W,209, ,49, ,2, ,-6,"W,1217,+",,,,,36.8," ,W,1214,+",40,"W,0819, ",0,"W,1204",-2.7,"W,1207",-5.5,"W,1216",,,,,-0.5,"W,0223",-4.3,"W,0103",-6,"W,0102",,,,,2194.3,3,2194.3,W,1050.1," ,W",,,12.67,W,18.69,W,6.65,W,,,230,W,230,W,,,,,21,W,28.2,W,,
USW00024221,2017,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3.1,W,199,,199,W,146,W,98,W,5,W,,,,,0,W,60,W,3,W,124,W,23,W,203, ,49, ,3, ,-10.5,"W,0106,+",,,,,42.9," ,W,0216, ",38.9,"W,0803,+",0,"W,1005",-2.7,"W,1031",-4.9,"W,1206",,,,,-1,"W,0225",-4.3,"W,0124",-6,"W,0115",-10.5,"W,0106",-10.5,"W,0106",2573.9,9,2573.9,W,1033.9," ,W",,,11.37,W,17.35,W,5.39,W,,,200,W,180,W,,,,,16.1,W,20.1,W,,
USW00024221,2018,44.1278,-123.2206,107.6,"EUGENE MAHLON SWEET FIELD, OR US",3,W,177.4,,177.4,W,122,W,70,W,4,W,,,1,W,0,W,54,W,0,W,147,W,26,W,175, ,58, ,6, ,-6.6,"W,0223, ",,,51," ,W,0222, ",38.6," ,W,1218, ",36.7,"W,0712, ",-1.6,"W,1015",-3.2,"W,1112",-4.9,"W,1207",,,,,-1,"W,0403",-2.7,"W,0306",-6.6,"W,0223",,,,,2698.3,3,2698.3,W,708.1," ,W",51," ,W",11.78,W,18.32,W,5.23,W,,,200,W,210,W,,,,,16.5,W,21.9,W,,
