STATION,DATE,MONTH,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG ADJ,,,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES
USC00267192,1986-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"1,0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",20,",0",0,"1,0",20,"1,0",0,"1,0",0,0,0,0,-10,",0,13,",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",27.8,"1,0,10,",0,0,400.2,0,236.8,"1,0",0,0,0,0,0,",,,0",0,",,,0",10.43,-0.554,,,"1,0",21.85,"1,,,0",-0.99,",,,0",2385,",,,0"
USC00267192,1986-11,11,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",3,",0",0,",0",0,",0",0,0,0,0,0,",0",28,",0",0,",0",1,",0",0,",0",0,0,0,0,-15.6,",0,30,",0,0,0,0,1,",,0,29,+",21.1,",0,05,",0,0,823.5,0,423.3,",0",0,0,0,0,2.5,",,,0",0,0,4.22,-0.211,,,",0",14.54,",,,0",-6.1,",,,0",,
USC00267192,1986-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",1,",0",0,",0",0,",0",0,",0",0,"1,0",1,",0",31,",0",0,",0",0,",0",0,",0",0,0,0,0,-17.8,",0,10,",0,",,0,31,+",0,"1,,0,31,+",0.3,",,0,31,",14.4,",0,04,",0,0,1407,0,583.5,",0",0,0,0,0,0.3,",,,0",0,"1,,,0",-0.49,-0.713,,,",0",9.47,",,,0",-10.45,",,,0",,
USC00267192,1987-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"1,0",8,",0",3,",0",0,",0",0,0,0,"2,0",3,",0",31,",0",5,"1,0",0,"1,0",0,"1,0",0,0,0,0,-21.1,",0,17,",0,0,0,"2,T,0,10,",4.6,",,0,04,",17.2,"1,0,27,",0,0,2028.6,0,621.6,"1,0",0,0,0,0,14.2,",,,0",0,"2,T,,0",-2.5,-2.228,,,"1,0",5.12,"1,,,0",-10.13,",,,0",,
USC00267192,1987-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",7,",0",4,",0",0,",0",2,"4,0",0,"3,0",1,",0",27,",0",1,",0",0,",0",0,",0",0,0,0,0,-20.6,",0,26,",305,"4,,0,24,",0,"3,,0,28,+",17,",,0,25,",18.9,",0,08,",0,0,2481.9,0,453.3,",0",0,0,0,0,48.8,",,,0",0,"3,,,0",2.14,-0.079,,,",0",10.16,",,,0",-5.88,",,,0",,
USC00267192,1987-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",13,",0",8,",0",0,",0",1,"5,0",0,"2,0",0,",0",26,",0",0,",0",1,",0",0,",0",0,0,0,0,-11.1,",0,20,",102,"5,,0,18,",0,"2,T,0,15,",7.6,",,0,07,",21.1,",0,31,",0,0,2880.6,0,398.7,",0",0,0,0,0,43.7,",,,0",0,"2,T,,0",5.47,0.755,,,",0",13.13,",,,0",-2.19,",,,0",,
USC00267192,1987-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",2,0,2,"2,0",5,",0",4,",0",0,",0",0,",0",0,",0",0,",0",14,",0",0,"2,0",21,"2,0",0,"2,0",0,0,0,0,-8.3,",0,20,",0,",,0,30,+",0,",,0,30,+",21.8,",,0,30,",31.7,"2,0,27,",0,0,3044,0,163.4,"2,0",0,0,0,0,36.3,",,,0",0,",,,0",12.49,3.221,,,"2,0",24.33,"2,,,0",0.66,",,,0",,
USC00267192,1987-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",25.9,0,23.9,",0",10,",0",7,",0",0,",0",0,",0",0,",0",0,",0",3,",0",0,",0",21,",0",3,",0",0,0,0,0,-0.6,",0,21,+",0,",,0,31,+",0,",,0,31,+",16.3,",,0,26,",33.9,",0,15,",166.1,"1,,,0",3152.6,0,108.6,",0",10.66,"1,,,0",26.47,"1,,,0",57.4,",,,0",0,",,,0",15.6,1.729,,,",0",24.46,",,,0",6.74,",,,0",2197,"1,,,0"
USC00267192,1987-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",93.7,0,67.8,"1,0",6,"1,0",4,"1,0",0,"1,0",0,",0",0,",0",0,"1,0",0,"1,0",0,"1,0",29,"1,0",13,"1,0",0,0,0,0,1.7,"1,0,16,",0,",,0,30,+",0,",,0,30,+",13.5,"1,,0,07,",36.7,"1,0,27,",221.8,",,,0",3169.2,0,16.6,"1,0",12.85,",,,0",31.61,",,,0",27,"1,,,0",0,",,,0",20.1,1.589,,,"1,0",30.58,"1,,,0",9.62,"1,,,0",2284,",,,0"
USC00267192,1987-07,7,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",204.6,0,110.9,",0",3,"1,0",1,"1,0",0,"1,0",0,"1,0",0,"1,0",0,",0",0,",0",0,",0",30,",0",20,",0",0,0,0,0,1.1,",0,19,",0,"1,,0,31,+",0,"1,,0,31,+",2.8,"1,,0,21,",38.9,",0,15,",263,"1,,,0",12.5,0,12.5,",0",19.48,",,,0",38.05,",,,0",4.4,"1,,,0",0,"1,,,0",21.51,-1.450,,,",0",32.3,",,,0",10.72,",,,0",2230,",,,0"
USC00267192,1987-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",335,0,130.4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",27,",0",0,0,0,0,2.8,",0,16,",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",40,",0,04,",250.2,",,,0",14.1,0,1.6,",0",21.54,",,,0",39.67,",,,0",0,",,,0",0,",,,0",22.49,1.109,,,",0",35.04,",,,0",9.93,",,,0",1620,",,,0"
USC00267192,1987-09,9,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",371.2,0,36.2,",0",0,"1,0",0,"1,0",0,"1,0",0,0,0,"1,0",0,",0",3,",0",0,",0",30,",0",18,",0",0,0,0,0,-1.7,",0,18,",0,0,0,"1,,0,30,+",0,"1,,0,30,+",38.3,",0,02,+",181.6,",,,0",45.6,0,31.5,",0",18.22,",,,0",34.45,",,,0",0,"1,,,0",0,"1,,,0",18.49,1.351,,,",0",31.73,",,,0",5.25,",,,0",1557,",,,0"
USC00267192,1987-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",373.4,0,2.2,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",15,",0",0,",0",28,",0",3,",0",0,0,0,0,-6.7,",0,14,",0,",,0,31,+",0,",,0,31,+",14.7,",,0,30,",32.8,",0,03,",0,0,203.6,0,158,",0",0,0,0,0,24.4,",,,0",0,",,,0",13.31,2.326,,,",0",25.38,",,,0",1.24,",,,0",1138,",,,0"
USC00267192,1987-11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,
USC00267192,1987-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",7,",0",2,",0",0,",0",0,0,0,0,0,",0",29,",0",5,",0",0,",0",0,",0",0,0,0,0,-17.2,",0,26,",0,0,0,0,4.8,",,0,22,",17.2,",0,11,+",0,0,0,0,593.8,",0",0,0,0,0,10.5,",,,0",0,0,-0.82,-1.043,,,",0",6.62,",,,0",-8.26,",,,0",,
USC00267192,1988-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"1,0",8,"2,0",2,"2,0",0,"2,0",0,0,4,"2,0",6,"1,0",30,"1,0",5,",0",0,",0",0,",0",0,0,0,0,-21.7,"1,0,19,",0,0,165,"2,,0,04,",7.6,"2,,0,05,",10.6,",0,30,+",0,0,0,0,665.8,",0",0,0,0,0,31.9,",a,,0",444,"2,,,0",-3.83,-3.558,,,"1,0",3.51,",,,0",-11.17,"1,,,0",,
USC00267192,1988-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",2,",0",2,",0",0,",0",0,",0",0,",0",2,",0",28,",0",0,",0",0,",0",0,",0",0,0,0,0,-18.3,",0,03,",0,",,0,29,+",0,",,0,29,+",5.3,",,0,29,",18.3,",0,26,+",0,0,0,0,481.3,",0",0,0,0,0,9.4,",,,0",0,",,,0",1.74,-0.479,,,",0",10.85,",,,0",-7.38,",,,0",,
USC00267192,1988-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"1,0",5,",0",2,",0",0,",0",0,"2,0",0,"2,0",0,",0",28,",0",0,"1,0",5,"1,0",0,"1,0",0,0,0,0,-11.7,",0,12,",0,"2,,0,31,+",0,"2,,0,31,+",6.4,",,0,01,",24.4,"1,0,26,",0,0,0,0,389.3,"1,0",0,0,0,0,11.5,",,,0",0,"2,,,0",5.41,0.695,,,"1,0",15.51,"1,,,0",-4.7,",,,0",,
USC00267192,1988-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"3,0",6,",0",5,",0",0,",0",0,",0",0,",0",0,",0",16,",0",0,"3,0",12,"3,0",0,"3,0",0,0,0,0,-8.9,",0,01,",0,",,0,30,+",0,",T,0,30,",17.5,",,0,14,",28.9,"3,0,11,",0,0,0,0,231.9,"3,0",0,0,0,0,66.3,",,,0",0,",T,,0",10.03,0.761,,,"3,0",19.76,"3,,,0",0.29,",,,0",,
USC00267192,1988-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0.9,0,0.9,"3,0",4,",0",3,",0",0,",0",0,"3,0",0,"3,0",0,",0",13,",0",0,"3,0",16,"3,0",0,"3,0",0,0,0,0,-6.7,",0,02,",0,"3,,0,31,+",0,"3,,0,31,+",18,",,0,06,",31.7,"3,0,24,+",0,0,0,0,164.4,"3,0",0,0,0,0,33,",,,0",0,"3,,,0",12.5,-1.371,,,"3,0",23.26,"3,,,0",1.74,",,,0",,
USC00267192,1988-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",73.5,0,72.6,"1,0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",2,",0",0,"1,0",25,"1,0",15,"1,0",0,0,0,0,-0.6,",0,09,",0,",,0,30,+",0,",,0,30,+",6.6,",,0,08,",40,"1,0,24,",243.1,",,,0",0,0,51.9,"1,0",11.08,",,,0",30.37,",,,0",13,",,,0",0,",,,0",19.23,0.719,,,"1,0",30.58,"1,,,0",7.87,",,,0",1456,",,,0"
USC00267192,1988-07,7,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",260.2,0,186.7,",0",2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",29,",0",0,0,0,0,5.6,",0,10,",0,",,0,31,+",0,",,0,31,+",5.3,",,0,30,",41.1,",0,22,+",309.2,",,,0",0.3,0,0.3,",0",13.92,",,,0",33.65,",,,0",5.8,",,,0",0,",,,0",24.35,1.390,,,",0",36.74,",,,0",11.95,",,,0",1902,",,,0"
USC00267192,1988-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",392.4,0,132.2,"1,0",1,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",0,"1,0",0,",0",31,",0",27,",0",0,0,0,0,3.9,"1,0,17,",0,",,0,31,+",0,",,0,31,+",2.3,",,0,05,",40.6,",0,03,",264.8,",,,0",0.3,0,0,",0",12.72,",,,0",31.72,",,,0",2.3,",,,0",0,",,,0",22.79,1.409,,,"1,0",35.59,",,,0",9.98,"1,,,0",2103,"1,,,0"
USC00267192,1988-09,9,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",426.1,0,33.7,"1,0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",8,",0",0,"1,0",25,"1,0",9,"1,0",0,0,0,0,-3.9,",0,19,",0,",,0,30,+",0,",,0,30,+",8.9,",,0,20,",37.8,"1,0,06,",178.1,",,,0",100.5,0,100.2,"1,0",7.35,",,,0",24.71,",,,0",8.9,",,,0",0,",,,0",16.18,-0.959,,,"1,0",28.6,"1,,,0",3.76,",,,0",1160,",,,0"
USC00267192,1988-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",426.9,0,0.8,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",15,",0",0,",0",30,",0",3,",0",0,0,0,0,-5.6,",0,31,",0,",,0,31,+",0,",,0,31,+",0.8,",,0,11,",34.4,",0,08,",119.1,",,,0",241.9,0,141.4,",0",4.7,"1,,,0",21.8,",,,0",0.8,",,,0",0,",,,0",13.8,2.816,,,",0",26.9,",,,0",0.7,",,,0",,
USC00267192,1988-11,11,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",426.9,0,0,"1,0",11,",0",4,",0",0,",0",1,",0",1,",0",0,"1,0",22,"1,0",0,",0",4,",0",0,",0",0,0,0,0,-9.4,"1,0,18,",25,",,0,25,",33,",,0,25,",12.2,",,0,23,",23.9,",0,02,+",0,0,644.1,0,402.2,",0",0,0,0,0,35.1,",,,0",33,",,,0",4.43,-0.001,,,"1,0",11.63,",,,0",-2.77,"1,,,0",,
USC00267192,1988-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",426.9,0,0,",0",6,",0",3,",0",0,",0",0,0,3,",0",3,",0",31,",0",5,",0",0,",0",0,",0",0,0,0,0,-25.6,",0,26,",0,0,38,",,0,31,+",5.3,",,0,24,",12.8,",0,13,",0,0,1281.9,0,637.8,",0",0,0,0,0,17.2,",,,0",114,",,,0",-2.24,-2.463,,,",0",5.36,",,,0",-9.84,",,,0",,
USC00267192,1989-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"1,0",2,",0",1,",0",0,",0",0,0,0,0,5,",0",31,",0",8,"1,0",0,"1,0",0,"1,0",0,0,0,0,-20,",0,25,",0,0,0,0,3,",,0,23,",10,"1,0,31,",0,0,1987.7,0,705.8,"1,0",0,0,0,0,3.5,",,,0",0,0,-5.16,-4.888,,,"1,0",2.78,"1,,,0",-13.11,",,,0",,
USC00267192,1989-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"1,0",7,",0",2,",0",0,",0",0,0,0,0,5,"1,0",25,"1,0",9,",0",0,",0",0,",0",0,0,0,0,-29.4,"1,0,08,",0,0,0,0,3.8,",,0,03,",19.4,",0,24,",0,0,2526,0,538.3,",0",0,0,0,0,10.4,",,,0",0,0,-1.85,-4.069,,,"1,0",5.25,",,,0",-8.95,"1,,,0",,
USC00267192,1989-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"1,0",10,",0",3,",0",0,",0",0,",0",0,",0",0,",0",19,",0",0,"1,0",2,"1,0",0,"1,0",0,0,0,0,-11.1,",0,04,",0,",,0,31,+",0,",,0,31,+",3.3,",,0,25,",22.8,"1,0,09,",0,0,2870.1,0,344.1,"1,0",0,0,0,0,15.8,",,,0",0,",,,0",6.82,2.105,,,"1,0",15.22,"1,,,0",-1.57,",,,0",,
USC00267192,1989-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"4,0",2,",0",0,",0",0,",0",0,",0",0,",0",0,"3,0",10,"3,0",0,"1,0",18,"1,0",0,"1,0",0,0,0,0,-6.1,"3,0,25,",0,",,0,30,+",0,",,0,30,+",1.3,",,0,23,",29.4,"1,0,18,+",0,0,3038.7,0,168.6,"1,0",0,0,0,0,1.8,",,,0",0,",,,0",11.96,2.691,,,"4,0",22.38,"1,,,0",1.54,"3,,,0",2906,",,,0"
USC00267192,1989-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",7,0,7,"1,0",4,",0",3,",0",0,",0",0,",0",0,",0",0,",0",5,",0",0,"1,0",20,"1,0",1,"1,0",0,0,0,0,-1.1,",0,31,",0,",,0,31,+",0,",,0,31,+",21.3,",,0,10,",33.3,"1,0,07,",0,0,3194.6,0,155.9,"1,0",0,0,0,0,31,",,,0",0,",,,0",13.41,-0.461,,,"1,0",22.96,"1,,,0",3.85,",,,0",2597,",,,0"
USC00267192,1989-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",39.5,0,32.5,"1,0",4,",0",2,",0",0,",0",0,",0",0,",0",0,"1,0",0,"1,0",0,",0",30,",0",9,",0",0,0,0,0,3.9,"1,0,29,",0,",,0,30,+",0,",,0,30,+",3.8,",,0,07,",35,",0,19,+",236.1,",,,0",3209.9,0,15.3,",0",19.52,",,,0",37.89,",,,0",8.8,",,,0",0,",,,0",18.91,0.399,,,"1,0",30.3,",,,0",7.52,"1,,,0",1684,",,,0"
USC00267192,1989-07,7,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",171.4,0,131.9,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",30,",0",0,0,0,0,1.7,",0,01,",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",40,",0,19,",295.7,"1,,,0",2.8,0,2.8,",0",19.66,",,,0",38.83,",,,0",0,",,,0",0,",,,0",22.5,-0.460,,,",0",35.94,",,,0",9.05,",,,0",2026,",,,0"
USC00267192,1989-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",243.7,0,72.3,"1,0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",30,"1,0",18,"1,0",0,0,0,0,3.3,",0,24,",0,",,0,31,+",0,",,0,31,+",13,",,0,08,",37.2,"1,0,06,+",253.3,",,,0",12.6,0,9.8,"1,0",11.56,",,,0",28.66,",,,0",14.1,",,,0",0,",,,0",20.36,-1.021,,,"1,0",31.8,"1,,,0",8.92,",,,0",2530,",,,0"
USC00267192,1989-09,9,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",249,0,5.3,"2,0",4,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,"2,0",25,"2,0",2,"2,0",0,0,0,0,1.1,",0,14,",0,",,0,30,+",0,",,0,30,+",19.1,",,0,17,",33.3,"2,0,05,",156.7,"2,,,0",67.6,0,55,"2,0",8.01,",,,0",23.48,",,,0",32.5,",,,0",0,",,,0",16.62,-0.519,,,"2,0",28.24,"2,,,0",5,",,,0",1789,",,,0"
USC00267192,1989-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",249,0,0,"1,0",0,0,0,0,0,0,0,",0",0,",0",0,"1,0",19,"1,0",0,",0",17,",0",0,",0",0,0,0,0,-10.6,"1,0,30,",0,",,0,31,+",0,",,0,31,+",0,0,31.7,",0,09,",0,0,328.7,0,261.1,",0",3.61,"4,,,0",16.69,",,,0",0,0,0,",,,0",9.51,-1.474,,,"1,0",20.35,",,,0",-1.32,"1,,,0",,
USC00267192,1989-11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,
USC00267192,1989-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",0,",0",0,",0",0,0,0,0,-15.6,",0,12,",0,",,0,31,+",0,",,0,31,+",0,",T,0,28,",16.7,",0,08,",0,0,0,0,585.3,",0",0,0,0,0,0,",T,,0",0,",,,0",-0.55,-0.773,,,",0",9.43,",,,0",-10.53,",,,0",,
USC00267192,1990-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",3,",0",1,",0",0,",0",0,"2,0",0,"2,0",1,",0",29,",0",0,",0",0,",0",0,",0",0,0,0,0,-17.8,",0,03,",0,"2,,0,31,+",0,"2,,0,31,+",5.1,",,0,14,",16.7,",0,09,+",0,0,0,0,579.3,",0",0,0,0,0,7.6,",,,0",0,"2,,,0",-0.35,-0.078,,,",0",7.62,",,,0",-8.33,",,,0",,
USC00267192,1990-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"2,0",6,",0",4,",0",0,",0",0,0,0,0,0,",0",28,",0",1,"2,0",0,"2,0",0,"2,0",0,0,0,0,-17.2,",0,15,",0,0,0,0,5.3,",,0,01,",17.8,"2,0,28,",0,0,0,0,505.9,"2,0",0,0,0,0,17.5,",,,0",0,0,-0.96,-3.179,,,"2,0",7.2,"2,,,0",-9.13,",,,0",,
USC00267192,1990-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",6,",0",1,",0",0,",0",0,",0",0,"1,0",0,",0",23,",0",0,",0",10,",0",0,",0",0,0,0,0,-12.2,",0,13,",0,",,0,31,+",0,"1,,0,31,+",6.1,",,0,03,",23.9,",0,21,",0,0,0,0,367.1,",0",0,0,0,0,10.8,",,,0",0,"1,,,0",6.49,1.775,,,",0",16.21,",,,0",-3.23,",,,0",,
USC00267192,1990-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",9,",0",5,",0",1,",0",0,",0",0,",0",0,",0",7,",0",0,",0",18,",0",0,",0",0,0,0,0,-3.9,",0,02,+",0,",,0,30,+",0,",,0,30,+",30.5,",,0,17,",29.4,",0,15,+",0,0,0,0,180.5,",0",0,0,0,0,85.5,",,,0",0,",,,0",12.32,3.051,,,",0",21.83,",,,0",2.8,",,,0",1766,",,,0"
USC00267192,1990-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"1,0",6,",0",3,",0",0,",0",0,",0",0,",0",0,",0",4,",0",0,"1,0",21,"1,0",0,"1,0",0,0,0,0,-4.4,",0,16,+",0,",,0,31,+",0,",,0,31,+",20.1,",,0,28,",30,"1,0,05,",0,0,0,0,163.2,"1,0",0,0,0,0,36.8,",,,0",0,",,,0",12.96,-0.911,,,"1,0",22.67,"1,,,0",3.25,",,,0",1762,",,,0"
USC00267192,1990-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",37.6,0,37.6,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",10,",0",0,0,0,0,0.6,",0,11,",0,",,0,30,+",0,",,0,30,+",2.5,",,0,18,",37.2,",0,21,",228.7,"2,,,0",0,0,46.2,",0",10.33,",,,0",27.5,",,,0",2.5,",,,0",0,",,,0",18.05,-0.461,,,",0",29.69,",,,0",6.4,",,,0",1689,",,,0"
USC00267192,1990-07,7,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",192.6,0,155,",0",2,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",28,",0",0,0,0,0,2.8,",0,26,",0,",,0,31,+",0,",,0,31,+",3.6,",,0,19,",38.9,",0,29,+",267.7,",,,0",1.1,0,1.1,",0",13.18,",,,0",32.63,",,,0",6.4,",,,0",0,",,,0",23.3,0.340,,,",0",35.29,",,,0",11.31,",,,0",1867,",,,0"
USC00267192,1990-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",310.3,0,117.7,"1,0",2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,"1,0",30,"1,0",21,"1,0",0,0,0,0,1.7,",0,27,",0,",,0,31,+",0,",,0,31,+",2.8,",,0,19,",40.6,"1,0,07,+",226.2,",,,0",19.2,0,18.1,"1,0",12.23,",,,0",30.25,",,,0",4.6,",,,0",0,",,,0",21.66,0.279,,,"1,0",33.6,"1,,,0",9.72,",,,0",1777,"1,,,0"
USC00267192,1990-09,9,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",348,0,37.7,",0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",14,",0",0,0,0,0,2.2,",0,19,",0,",,0,30,+",0,",,0,30,+",9.7,",,0,27,",36.7,",0,09,",191.9,"2,,,0",43.4,0,24.2,",0",9.74,",,,0",25.35,",,,0",16.1,",,,0",0,",,,0",18.78,1.641,,,",0",30.65,",,,0",6.92,",,,0",,
USC00267192,1990-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",348,0,0,"4,0",0,"1,0",0,"1,0",0,"1,0",0,",0",0,",0",0,"2,0",20,"2,0",0,"3,0",19,"3,0",0,"3,0",0,0,0,0,-11.1,"2,0,20,",0,",,0,31,+",0,",,0,31,+",0,"1,,0,31,+",31.1,"3,0,01,",0,0,255.7,0,212.3,"3,0",3.99,"3,,,0",17.28,"1,,,0",0,"1,,,0",0,",,,0",10.35,-0.634,,,"4,0",22.84,"3,,,0",-2.14,"2,,,0",,
USC00267192,1990-11,11,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,0,1,",0",1,",0",0,",0",0,"3,0",0,"1,0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,,0,30,+",0,"1,,0,30,+",8.9,",,0,24,",0,0,0,0,0,0,0,0,0,0,0,0,8.9,",,,0",0,"1,,,0",0,NA,,,0,0,0,0,0,,
USC00267192,1990-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"5,0",4,",0",3,",0",0,",0",0,0,0,0,9,"2,0",29,"2,0",12,"4,0",0,"4,0",0,"4,0",0,0,0,0,-30,"2,0,24,+",0,0,0,0,9.9,",,0,11,",15,"4,0,09,",0,0,0,0,665.7,"4,0",0,0,0,0,19.2,",,,0",0,0,-7.05,-7.273,,,"5,0",0.51,"4,,,0",-14.62,"2,,,0",,
USC00267192,1991-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"1,0",3,",0",2,",0",0,",0",0,0,0,0,4,",0",31,",0",11,"1,0",0,"1,0",0,"1,0",0,0,0,0,-21.1,",0,04,+",0,0,0,0,3.6,",,0,10,",10,"1,0,28,+",0,0,0,0,644.5,"1,0",0,0,0,0,8.9,",,,0",0,0,-3.21,-2.938,,,"1,0",3.79,"1,,,0",-10.22,",,,0",,
USC00267192,1991-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",26,",0",0,",0",0,",0",0,",0",0,0,0,0,-11.7,",0,01,",0,",,0,28,+",0,",,0,28,+",9.7,",,0,16,",19.4,",0,22,",0,0,0,0,369.5,",0",0,0,0,0,15.4,",,,0",0,",,,0",5.14,2.921,,,",0",14.96,",,,0",-4.69,",,,0",,
