"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00024172","1965-08","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","278.3","0","88.6",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","3","","6.1",",0,27,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,16,","36.7",",0,07,","1.4","0","1.4",",0","28.1",",,,0","0",",,,0","21.15",",0","30.49",",,,0","11.81",",,,0","","","","","","","","","",""
"USW00024172","1965-09","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","290.0","0","11.7",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","23",",0","0",",0","1","","","","2","","-2.8",",0,29,","0",",,0,30,+","0",",,0,30,+","6.6",",,0,07,","31.7",",0,01,","121.8","0","120.4",",0","12.7",",,,0","0",",,,0","14.71",",0","24.39",",,,0","5.04",",,,0","","","","","","","","","",""
"USW00024172","1965-10","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","290.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","25",",0","0",",0","","","","","","","-5.6",",0,17,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,14,","30.6",",0,09,","318.6","0","196.8",",0","0.5",",,,0","0",",,,0","11.99",",0","24.09",",,,0","-0.12",",,,0","","","","","","","","","",""
"USW00024172","1965-11","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","290.0","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","3",",0","0",",0","2","","2","","","","-8.9",",0,29,","0",",,0,30,+","0",",,0,30,+","12.2",",,0,23,","22.2",",0,02,","704.9","0","386.3",",0","32.0",",,,0","0",",,,0","5.46",",0","12.60",",,,0","-1.69",",,,0","","","","","","","","","",""
"USW00024172","1965-12","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","290.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","0",",0","0",",0","4","","3","","","","-16.1",",0,20,","0",",,0,31,+","0",",T,0,13,+","4.8",",,0,12,","13.3",",0,28,","1294.7","0","589.8",",0","8.4",",,,0","0",",T,,0","-0.69",",0","5.77",",,,0","-7.16",",,,0","","","","","","","","","",""
"USW00024172","1966-01","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","3",",0","1",",0","0",",0","31",",0","1",",0","0",",0","0",",0","2","","2","","","","-17.2",",0,21,","51",",,0,23,","25",",,0,22,","2.0",",,0,22,","14.4",",0,08,","1897.5","0","602.8",",0","2.3",",,,0","28",",,,0","-1.11",",0","6.91",",,,0","-9.14",",,,0","","","","","","","","","",""
"USW00024172","1966-02","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","7",",0","3",",0","0",",0","1",",0","2",",0","0",",0","27",",0","0",",0","0",",0","0",",0","2","","2","","","","-14.4",",0,13,","51",",,0,10,","33",",,0,10,","5.3",",,0,06,","13.9",",0,17,","2408.7","0","511.2",",0","13.5",",,,0","58",",,,0","0.08",",0","7.75",",,,0","-7.60",",,,0","","","","","","","","","",""
"USW00024172","1966-03","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","7",",0","0",",0","","","","","","","-15.6",",0,04,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,12,","28.3",",0,31,","2777.9","0","369.2",",0","0.8",",,,0","0",",,,0","6.42",",0","16.61",",,,0","-3.76",",,,0","","","","","","","","","",""
"USW00024172","1966-04","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","15",",0","0",",0","","","","","1","","-10.6",",0,27,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,17,","28.9",",0,01,","3019.3","0","241.4",",0","5.1",",,,0","0",",,,0","10.29",",0","21.15",",,,0","-0.58",",,,0","","","","","","","","","",""
"USW00024172","1966-05","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","18.1","0","18.1",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","30",",0","5",",0","","","","","3","","-1.1",",0,12,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,10,+","34.4",",0,26,+","3074.0","0","54.7",",0","2.4",",,,0","0",",,,0","17.15",",0","27.85",",,,0","6.45",",,,0","","","","","","","","","",""
"USW00024172","1966-06","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","69.3","0","51.2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","","","","","1.7",",0,08,","0",",,0,30,+","0",",,0,30,+","1.3",",,0,07,","36.7",",0,28,+","3121.6","0","47.6",",0","1.3",",,,0","0",",,,0","18.45",",0","29.32",",,,0","7.59",",,,0","","","","","","","","","",""
"USW00024172","1966-07","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","177.3","0","108.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","2","","3.9",",0,15,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,09,","41.1",",0,29,","1.4","0","1.4",",0","0.3",",,,0","0",",,,0","21.77",",0","33.85",",,,0","9.70",",,,0","","","","","","","","","",""
"USW00024172","1966-08","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","331.1","0","153.8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","3","","1.1",",0,30,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,17,+","38.9",",0,16,","12.0","0","10.6",",0","3.0",",,,0","0",",,,0","22.95",",0","34.41",",,,0","11.50",",,,0","","","","","","","","","",""
"USW00024172","1966-09","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","351.6","0","20.5",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","","","","","","","1.7",",0,16,+","0",",,0,30,+","0",",,0,30,+","19.1",",,0,18,","35.0",",0,05,","58.1","0","46.1",",0","19.1",",,,0","0",",,,0","17.48",",0","28.55",",,,0","6.41",",,,0","","","","","","","","","",""
"USW00024172","1966-10","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","351.6","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","20",",0","0",",0","","","","","","","-7.2",",0,17,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,22,","28.3",",0,01,","300.9","0","242.8",",0","0.0",",T,,0","0",",,,0","10.50",",0","21.45",",,,0","-0.45",",,,0","","","","","","","","","",""
"USW00024172","1966-11","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","351.6","0","0.0",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","3",",0","0",",0","1","","","","","","-15.6",",0,25,","0",",,0,30,+","0",",,0,30,+","3.0",",,0,28,","21.7",",0,02,","697.9","0","397.0",",0","8.1",",,,0","0",",,,0","5.10",",0","13.91",",,,0","-3.71",",,,0","","","","","","","","","",""
"USW00024172","1966-12","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","351.6","0","0.0",",0","6",",0","4",",0","0",",0","2",",0","2",",0","0",",0","31",",0","4",",0","0",",0","0",",0","12","","10","","","","-15.6",",0,28,","25",",,0,10,+","51",",,0,06,","9.7",",,0,06,","12.2",",0,01,","1296.6","0","598.7",",0","27.8",",,,0","89",",,,0","-0.98",",0","4.56",",,,0","-6.52",",,,0","","","","","","","","","",""
"USW00024172","1967-01","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","0",",0","0",",0","4","","1","","","","-14.4",",0,06,","0",",,0,31,+","0",",T,0,31,+","5.6",",,0,28,","12.8",",0,29,+","1851.5","0","554.9",",0","19.3",",,,0","0",",T,,0","0.43",",0","7.67",",,,0","-6.80",",,,0","","","","","","","","","",""
"USW00024172","1967-02","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","0",",0","0",",0","2","","1","","","","-12.2",",0,21,","0",",,0,28,+","0",",T,0,15,","1.5",",,0,12,","17.8",",0,13,","2287.0","0","435.5",",0","2.3",",,,0","0",",T,,0","2.78",",0","11.85",",,,0","-6.29",",,,0","","","","","","","","","",""
"USW00024172","1967-03","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","7",",0","3",",0","0",",0","1",",0","2",",0","0",",0","26",",0","0",",0","0",",0","0",",0","2","","","","","","-12.2",",0,06,","25",",,0,31,","25",",,0,31,+","6.4",",,0,12,","20.6",",0,23,","2719.6","0","432.6",",0","22.1",",,,0","65",",,,0","4.38",",0","12.95",",,,0","-4.20",",,,0","","","","","","","","","",""
"USW00024172","1967-04","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","10",",0","5",",0","0",",0","0",",0","1",",0","0",",0","25",",0","0",",0","0",",0","0",",0","4","","2","","","","-7.8",",0,20,","0",",,0,30,+","28",",,0,15,","9.1",",,0,24,","18.3",",0,13,","3139.1","0","419.5",",0","36.6",",,,0","28",",,,0","4.35",",0","11.20",",,,0","-2.50",",,,0","","","","","","","","","",""
"USW00024172","1967-05","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","22.2","0","22.2",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","20",",0","5",",0","","","","","","","-6.7",",0,01,","0",",,0,31,+","0",",T,0,11,+","8.6",",,0,31,","35.6",",0,22,","3293.2","0","154.1",",0","11.1",",,,0","0",",T,,0","14.08",",0","23.87",",,,0","4.29",",,,0","","","","","","","","","",""
"USW00024172","1967-06","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","73.8","0","51.6",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","8",",0","","","","","5","","3.3",",0,03,","0",",,0,30,+","0",",T,0,01,","24.4",",,0,09,","37.8",",0,30,","3354.9","0","61.7",",0","52.0",",,,0","0",",T,,0","18.00",",0","26.43",",,,0","9.56",",,,0","","","","","","","","","",""
"USW00024172","1967-07","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","268.0","0","194.2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","","","3","","9.4",",0,09,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,16,","40.6",",0,01,","0.0","0","0.0",",0","15.7",",,,0","0",",,,0","24.60",",0","35.04",",,,0","14.15",",,,0","","","","","","","","","",""
"USW00024172","1967-08","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","487.4","0","219.4",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","5","","10.6",",0,29,+","0",",,0,31,+","0",",,0,31,+","8.1",",,0,16,","38.9",",0,14,","0.0","0","0.0",",0","14.3",",,,0","0",",,,0","25.41",",0","35.79",",,,0","15.03",",,,0","","","","","","","","","",""
"USW00024172","1967-09","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","544.1","0","56.7",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","","","2","","0.6",",0,14,","0",",,0,30,+","0",",,0,30,+","11.4",",,0,04,","35.6",",0,01,","17.7","0","17.7",",0","19.3",",,,0","0",",,,0","19.63",",0","29.24",",,,0","10.02",",,,0","","","","","","","","","",""
"USW00024172","1967-10","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","544.1","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","22",",0","0",",0","","","","","","","-5.0",",0,30,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,05,","28.9",",0,11,","227.0","0","209.3",",0","0.5",",,,0","0",",,,0","11.58",",0","22.10",",,,0","1.06",",,,0","","","","","","","","","",""
"USW00024172","1967-11","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","544.1","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","2",",0","0",",0","","","","","1","","-11.1",",0,27,","0",",T,0,28,","0",",T,0,28,+","5.6",",,0,18,","22.8",",0,01,","593.7","0","366.7",",0","6.1",",,,0","0",",T,,0","6.11",",0","13.85",",,,0","-1.64",",,,0","","","","","","","","","",""
"USW00024172","1967-12","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","544.1","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","31",",0","6",",0","0",",0","0",",0","","","","","","","-17.8",",0,31,","0",",T,0,06,","0",",T,0,31,+","1.3",",,0,05,","13.3",",0,04,","1256.4","0","662.7",",0","1.8",",,,0","0",",T,,0","-3.04",",0","4.96",",,,0","-11.05",",,,0","","","","","","","","","",""
"USW00024172","1968-01","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","2",",0","2",",0","3",",0","31",",0","0",",0","0",",0","0",",0","3","","1","","","","-21.1",",0,04,","25",",,0,31,+","25",",,0,30,+","2.8",",,0,30,","13.9",",0,24,+","1885.2","0","628.8",",0","3.9",",,,0","50",",,,0","-1.95",",0","7.93",",,,0","-11.83",",,,0","","","","","","","","","",""
"USW00024172","1968-02","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","0",",0","0",",0","4","","","","","","-12.2",",0,01,","0",",,0,29,+","0",",T,0,10,","5.1",",,0,22,","20.6",",0,26,","2237.2","0","352.0",",0","17.4",",,,0","0",",T,,0","6.19",",0","12.72",",,,0","-0.33",",,,0","","","","","","","","","",""
"USW00024172","1968-03","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","4",",0","0",",0","1","","","","","","-10.0",",0,19,","0",",,0,31,+","0",",T,0,18,+","4.6",",,0,08,","26.1",",0,29,","2616.3","0","379.1",",0","6.4",",,,0","0",",T,,0","6.10",",0","15.64",",,,0","-3.43",",,,0","","","","","","","","","",""
"USW00024172","1968-04","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","7",",0","0",",0","1","","","","1","","-8.3",",0,22,","0",",,0,30,+","0",",T,0,21,+","6.1",",,0,01,","27.8",",0,29,","2914.5","0","298.2",",0","8.3",",,,0","0",",T,,0","8.39",",0","17.01",",,,0","-0.22",",,,0","","","","","","","","","",""
"USW00024172","1968-05","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","6.1","0","6.1",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","22",",0","1",",0","","","","","4","","-3.9",",0,07,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,13,","32.2",",0,28,","3039.2","0","124.7",",0","15.7",",,,0","0",",,,0","14.51",",0","23.21",",,,0","5.81",",,,0","","","","","","","","","",""
"USW00024172","1968-06","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","112.1","0","106.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","12",",0","","","","","1","","1.1",",0,30,","0",",,0,30,+","0",",,0,30,+","3.6",",,0,06,+","39.4",",0,26,","3071.2","0","32.0",",0","8.2",",,,0","0",",,,0","20.80",",0","29.72",",,,0","11.88",",,,0","","","","","","","","","",""
"USW00024172","1968-07","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","323.4","0","211.3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","2","","7.2",",0,01,","0",",,0,31,+","0",",,0,31,+","1.8",",,0,31,","38.9",",0,27,+","0.0","0","0.0",",0","3.1",",,,0","0",",,,0","25.15",",0","35.83",",,,0","14.47",",,,0","","","","","","","","","",""
"USW00024172","1968-08","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","407.1","0","83.7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","12",",0","","","","","6","","2.8",",0,23,","0",",,0,31,+","0",",,0,31,+","16.8",",,0,13,","35.6",",0,06,","38.6","0","38.6",",0","17.6",",,,0","0",",,,0","19.79",",0","28.71",",,,0","10.86",",,,0","","","","","","","","","",""
"USW00024172","1968-09","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","439.5","0","32.4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","27",",0","7",",0","","","","","","","-2.8",",0,21,","0",",,0,30,+","0",",T,0,20,","1.5",",,0,20,","35.6",",0,01,","105.6","0","67.0",",0","1.5",",,,0","0",",T,,0","17.18",",0","27.56",",,,0","6.80",",,,0","","","","","","","","","",""
"USW00024172","1968-10","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","439.5","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","17",",0","0",",0","1","","1","","","","-6.1",",0,09,","0",",,0,31,+","0",",,0,31,+","4.1",",,0,13,","27.8",",0,03,","347.1","0","241.5",",0","4.1",",,,0","0",",,,0","10.54",",0","20.67",",,,0","0.42",",,,0","","","","","","","","","",""
"USW00024172","1968-11","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","439.5","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","9","","4","","1","","-10.0",",0,29,","0",",T,0,30,","5",",,0,30,","25.1",",,0,03,","20.6",",0,11,","778.8","0","431.7",",0","42.3",",,,0","5",",,,0","3.94",",0","9.84",",,,0","-1.95",",,,0","","","","","","","","","",""
"USW00024172","1968-12","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","439.5","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","0",",0","0",",0","","","","","","","-14.4",",0,21,+","0",",T,0,25,+","0",",T,0,25,+","2.8",",,0,25,","12.8",",0,10,","1398.9","0","620.1",",0","2.8",",,,0","0",",T,,0","-1.67",",0","4.83",",,,0","-8.16",",,,0","","","","","","","","","",""
"USW00024172","1969-01","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","9",",0","5",",0","0",",0","3",",0","1",",0","0",",0","25",",0","3",",0","0",",0","0",",0","12","","4","","","","-15.6",",0,10,","102",",,0,25,","102",",,0,24,","12.4",",,0,21,","17.8",",0,07,","1938.5","0","539.6",",0","46.0",",,,0","102",",,,0","0.93",",0","7.53",",,,0","-5.67",",,,0","","","","","","","","","",""
"USW00024172","1969-02","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","9",",0","6",",0","0",",0","5",",0","3",",0","0",",0","27",",0","0",",0","0",",0","0",",0","10","","4","","","","-12.8",",0,25,","51",",,0,26,+","51",",,0,24,+","9.4",",,0,24,","12.8",",0,10,","2434.0","0","495.5",",0","32.3",",,,0","140",",,,0","0.64",",0","5.81",",,,0","-4.53",",,,0","","","","","","","","","",""
"USW00024172","1969-03","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","5",",0","0",",0","2","","","","","","-7.8",",0,25,","0",",T,0,04,","0",",T,0,12,+","1.5",",,0,12,","24.4",",0,30,","2860.5","0","426.5",",0","1.5",",,,0","0",",T,,0","4.57",",0","11.81",",,,0","-2.66",",,,0","","","","","","","","","",""
"USW00024172","1969-04","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","11",",0","0",",0","1","","","","","","-4.4",",0,08,","0",",,0,30,+","0",",T,0,25,+","6.4",",,0,05,","27.8",",0,21,","3116.3","0","255.8",",0","7.2",",,,0","0",",T,,0","9.81",",0","18.71",",,,0","0.91",",,,0","","","","","","","","","",""
"USW00024172","1969-05","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","25.2","0","25.2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","28",",0","0",",0","","","","","1","","-1.1",",0,03,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,03,","31.7",",0,29,+","3178.7","0","62.4",",0","1.0",",,,0","0",",,,0","17.13",",0","26.53",",,,0","7.74",",,,0","","","","","","","","","",""
"USW00024172","1969-06","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","77.3","0","52.1",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","1","","1","","10","","4.4",",0,28,","0",",,0,30,+","0",",,0,30,+","6.4",",,0,19,","36.7",",0,04,","3204.3","0","25.6",",0","15.7",",,,0","0",",,,0","19.22",",0","27.05",",,,0","11.38",",,,0","","","","","","","","","",""
"USW00024172","1969-07","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","272.1","0","194.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","2","","6.7",",0,01,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,05,","39.4",",0,21,","0.0","0","0.0",",0","0.0",",T,,0","0",",,,0","24.62",",0","34.42",",,,0","14.81",",,,0","","","","","","","","","",""
"USW00024172","1969-08","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","429.1","0","157.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","","","6.1",",0,27,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","39.4",",0,02,","0.0","0","0.0",",0","0.0",",,,0","0",",,,0","23.40",",0","35.18",",,,0","11.61",",,,0","","","","","","","","","",""
"USW00024172","1969-09","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","472.7","0","43.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","","","","","2.2",",0,22,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,29,+","35.6",",0,02,","22.3","0","22.3",",0","0.0",",T,,0","0",",,,0","19.04",",0","29.85",",,,0","8.24",",,,0","","","","","","","","","",""
"USW00024172","1969-10","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","472.7","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","6",",0","0",",0","3","","1","","","","-6.1",",0,06,","0",",,0,31,+","0",",T,0,15,+","5.8",",,0,15,","27.2",",0,01,","361.4","0","339.1",",0","14.5",",,,0","0",",T,,0","7.40",",0","16.10",",,,0","-1.31",",,,0","","","","","","","","","",""
"USW00024172","1969-11","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","472.7","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","0",",0","0",",0","1","","","","","","-14.4",",0,29,+","0",",,0,30,+","0",",,0,30,+","3.3",",,0,06,","20.0",",0,04,+","813.6","0","452.2",",0","4.4",",,,0","0",",,,0","3.26",",0","12.96",",,,0","-6.44",",,,0","","","","","","","","","",""
"USW00024172","1969-12","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","472.7","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","0",",0","0",",0","6","","1","","","","-13.3",",0,04,","0",",T,0,10,","13",",,0,09,","8.1",",,0,20,","16.1",",0,21,","1372.2","0","558.6",",0","24.5",",,,0","13",",,,0","0.31",",0","7.33",",,,0","-6.70",",,,0","","","","","","","","","",""
"USW00024172","1970-01","40.0681","-118.5692","1189.3","LOVELOCK DERBY FIELD AIRPORT, NV US","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","24",",0","4",",0","0",",0","0",",0","4","","2","","","","-16.1",",0,05,+","0",",,0,31,+","3",",,0,08,","6.1",",,0,16,","17.8",",0,23,","1897.4","0","525.2",",0","15.7",",,,0","3",",,,0","1.39",",0","7.55",",,,0","-4.76",",,,0","","","","","","","","","",""
