"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024216","1912-01","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","19",",6","11",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","18.3",",,6,01,","","","","","","","98.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1912-02","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8",",,6,08,","","","","","","","12.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1912-04","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","23.4",",,6,10,","","","","","","","66.8",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1912-05","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","8",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7",",,6,22,","","","","","","","40.1",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1912-06","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","4",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","9.4",",,6,21,","","","","","","","13.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1912-07","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","1.0",",,6,19,","","","","","","","1.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1912-08","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1912-09","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","3",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","83.6",",,6,06,","","","","","","","104.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1912-10","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","9.1",",,6,25,","","","","","","","20.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1912-11","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","10",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","38.1",",,6,06,","","","","","","","61.4",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1912-12","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5",",,6,15,","","","","","","","22.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1913-01","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","13",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","30.2",",,6,13,","","","","","","","127.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1913-02","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9",",,6,24,","","","","","","","10.4",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1913-03","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8",",,6,18,","","","","","","","49.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1913-04","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8",",,6,04,","","","","","","","47.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1913-05","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","8.6",",,6,19,","","","","","","","24.1",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1913-06","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","6.1",",,6,25,","","","","","","","13.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1913-07","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,6,24,+","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1913-08","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,6,28,","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1913-09","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,6,30,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1913-10","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,6,30,+","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1913-11","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","15",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","40.6",",,6,18,","","","","","","","135.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1913-12","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","14",",6","10",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","55.9",",,6,25,","","","","","","","239.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1914-01","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","19",",6","16",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","38.1",",,6,13,","","","","","","","241.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1914-02","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","7",",6","6",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","58.2",",,6,21,","","","","","","","137.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1914-03","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7",",,6,29,","","","","","","","12.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1914-04","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","11",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","26.9",",,6,10,","","","","","","","61.4",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1914-05","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","7.9",",,6,10,","","","","","","","12.1",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1914-06","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6",",,6,25,","","","","","","","36.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1914-07","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,6,20,","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1914-08","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1914-09","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,6,19,+","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1914-10","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","11.7",",,6,10,","","","","","","","37.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1914-11","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","6.9",",,6,28,","","","","","","","9.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1914-12","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","17",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","50.0",",,6,10,","","","","","","","158.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1915-01","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","15",",6","13",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8",",,6,28,","","","","","","","202.8",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1915-02","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","19",",6","11",",6","6",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","60.2",",,6,02,","","","","","","","300.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1915-03","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","9",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","58.2",",,6,28,","","","","","","","82.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1915-04","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","7",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","13.7",",,6,25,","","","","","","","43.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1915-05","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","10",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4",",,6,13,+","","","","","","","48.8",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1915-06","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,6,30,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1915-07","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,6,07,","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1915-08","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1915-09","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,6,30,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1915-10","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8",",,6,23,","","","","","","","3.8",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1915-11","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","6",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","31.2",",,6,09,","","","","","","","46.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1915-12","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","11",",6","8",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","59.4",",,6,03,","","","","","","","189.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1916-01","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","24",",6","14",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","54.4",",,6,23,","","","","","","","184.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1916-02","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","12",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5",",,6,27,","","","","","","","44.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1916-03","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","7",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","15.2",",,6,05,","","","","","","","31.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1916-04","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5",",,6,17,+","","","","","","","1.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1916-05","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3",",,6,07,","","","","","","","12.1",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1916-06","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6",",,6,30,","","","","","","","7.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1916-07","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","3",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","31.5",",,6,01,","","","","","","","38.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1916-08","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,6,15,+","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1916-09","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5",",,6,22,","","","","","","","0.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1916-10","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","5",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3",",,6,07,","","","","","","","67.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1916-11","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","25.1",",,6,26,","","","","","","","32.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1916-12","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","21.3",",,6,03,","","","","","","","89.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1917-01","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","24.4",",,6,06,","","","","","","","75.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1917-02","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","9",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","50.8",",,6,25,","","","","","","","96.4",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1917-03","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7",",,6,30,","","","","","","","31.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1917-04","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2",",,6,09,","","","","","","","23.1",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1917-05","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","5",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","33.0",",,6,25,","","","","","","","55.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1917-06","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,6,30,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1917-07","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1917-08","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1917-09","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","15.0",",,6,23,","","","","","","","20.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1917-10","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1917-11","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9",",,6,12,","","","","","","","24.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1917-12","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8",",,6,26,","","","","","","","33.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1918-01","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","8.1",",,6,14,","","","","","","","17.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1918-02","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","12",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","17.8",",,6,22,","","","","","","","82.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1918-03","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","11",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","26.9",",,6,18,","","","","","","","108.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1918-04","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","14.2",",,6,09,","","","","","","","17.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1918-05","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8",",,6,09,","","","","","","","1.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1918-06","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","2.3",",,6,12,","","","","","","","2.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1918-07","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,6,31,+","","","","","","","0.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1918-08","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","1",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","3.0",",,6,16,","","","","","","","3.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1918-10","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1",",,6,02,","","","","","","","13.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1918-11","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","9",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","44.7",",,6,24,","","","","","","","119.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1918-12","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","16.8",",,6,07,","","","","","","","45.4",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1919-01","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","10",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8",",,6,20,","","","","","","","69.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1919-02","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","15",",6","12",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","26.7",",,6,11,","","","","","","","130.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00024216","1919-03","40.1519","-122.2536","107.6","RED BLUFF MUNICIPAL AIRPORT, CA US","","","","","","","10",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","33.0",",,6,13,","","","","","","","87.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
