STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USW00024213,1961-03,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",21,",0",19,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",4,,,,2,,2.8,",0,04,",0,",,0,31,+",0,",,0,31,+",22.9,",,0,15,",17.2,",0,13,",1975.5,0,262.9,",0",200.5,",,,0",,,0,",,,0",9.85,",0",12.96,",,,0",6.74,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1961-04,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",6,",0",6,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",5,,,,,,2.2,",0,21,",0,",,0,30,+",0,",,0,30,+",44.2,",,0,21,",17.2,",0,30,",2238.9,0,263.4,",0",88.7,",,,0",,,0,",,,0",9.55,",0",12.64,",,,0",6.46,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1961-05,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",18,",0",8,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",7,,,,,,6.1,",0,04,",0,",,0,31,+",0,",,0,31,+",20.8,",,0,10,",17.8,",0,22,",2454.3,0,215.4,",0",101.1,",,,0",,,0,",,,0",11.39,",0",13.83,",,,0",8.94,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1961-06,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",4,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",14,,,,,,8.9,",0,30,",0,",,0,30,+",0,",,0,30,+",9.9,",,0,06,",22.8,",0,16,",2598,0,143.7,",0",12.7,",,,0",,,0,",,,0",13.54,",0",15.83,",,,0",11.26,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1961-07,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",20,,,,,,9.4,",0,07,",0,",,0,31,+",0,",,0,31,+",0.5,",,0,21,",17.8,",0,16,+",142.8,0,142.8,",0",0.8,",,,0",,,0,",,,0",13.73,",0",16.02,",,,0",11.43,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1961-08,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,,,,,,10,",0,23,+",0,",,0,31,+",0,",,0,31,+",4.3,",,0,26,",20,",0,31,",277.9,0,135.1,",0",7.6,",,,0",,,0,",,,0",13.98,",0",16.22,",,,0",11.73,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1961-09,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",17,,,,,,6.7,",0,30,+",0,",,0,30,+",0,",,0,30,+",11.2,",,0,15,",20,",0,27,",438.8,0,160.9,",0",13.5,",,,0",,,0,",,,0",12.97,",0",16.03,",,,0",9.91,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1961-10,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",7,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",20,,,,,,3.3,",0,29,",0,",,0,31,+",0,",,0,31,+",23.4,",,0,10,",21.1,",0,01,",653.6,0,214.8,",0",58.1,",,,0",,,0,",,,0",11.4,",0",14.53,",,,0",8.28,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1961-11,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",16,",0",12,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",14,,,,,,1.1,",0,16,",0,",,0,30,+",0,",,0,30,+",51.1,",,0,24,",17.2,",0,28,",911.8,0,258.2,",0",143.5,",,,0",,,0,",,,0",9.73,",0",12.79,",,,0",6.66,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1961-12,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",16,",0",9,",0",1,",0",0,",0",0,",0",0,",0",1,",0",0,",0",0,",0",0,",0",17,,,,,,-1.1,",0,11,",0,",,0,31,+",0,",,0,31,+",25.9,",,0,19,",16.1,",0,20,",1231.7,0,319.9,",0",87.4,",,,0",,,0,",,,0",8.01,",0",10.74,",,,0",5.29,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1962-01,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",7,",0",5,",0",1,",0",0,",0",0,",0",0,",0",4,",0",0,",0",0,",0",0,",0",12,,,,,,-2.2,",0,21,",0,",T,0,20,",20,",,0,20,",46.5,",,0,19,",18.9,",0,10,",1573,0,341.3,",0",82.8,",,,0",,,20,",,,0",7.32,",0",11.05,",,,0",3.6,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1962-02,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",15,",0",13,",0",0,",0",0,",0",0,",0",0,",0",2,",0",0,",0",0,",0",0,",0",7,,,,,,-2.8,",0,27,",0,",,0,28,+",0,",T,0,28,",21.1,",,0,07,",15,",0,14,+",1843.2,0,270.2,",0",154.4,",,,0",,,0,",T,,0",8.68,",0",11.64,",,,0",5.73,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1962-03,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",17,",0",9,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",5,,,,1,,0.6,",0,12,",0,",,0,31,+",0,",,0,31,+",15.7,",,0,01,",16.7,",0,26,",2133.9,0,290.7,",0",102.7,",,,0",,,0,",,,0",8.96,",0",11.73,",,,0",6.18,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1962-04,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",10,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",8,,,,,,4.4,",0,30,",0,",,0,30,+",0,",,0,30,+",27.4,",,0,27,",18.9,",0,13,",2377.2,0,243.3,",0",66.5,",,,0",,,0,",,,0",10.22,",0",12.99,",,,0",7.46,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1962-05,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",8,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",6,,,,,,5.6,",0,13,",0,",,0,31,+",0,",,0,31,+",5.1,",,0,09,",20,",0,07,",2596.9,0,219.7,",0",15.3,",,,0",,,0,",,,0",11.25,",0",13.72,",,,0",8.77,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1962-06,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",11,,,,,,7.2,",0,13,",0,",,0,30,+",0,",,0,30,+",2,",,0,02,",20,",0,02,",2794.6,0,197.7,",0",2.8,",,,0",,,0,",,,0",11.74,",0",14.29,",,,0",9.19,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1962-07,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",18,,,,,,8.3,",0,22,+",0,",,0,31,+",0,",,0,31,+",0,",T,0,31,+",16.1,",0,04,",193.3,0,193.3,",0",0,",T,,0",,,0,",,,0",12.1,",0",14.39,",,,0",9.81,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1962-08,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",5,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",25,,,,,,8.9,",0,27,",0,",,0,31,+",0,",,0,31,+",22.6,",,0,07,",20.6,",0,06,",318.7,0,125.4,",0",48.8,",,,0",,,0,",,,0",14.29,",0",16.72,",,,0",11.85,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1962-09,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",20,,,,,,8.9,",0,12,",0,",,0,30,+",0,",,0,30,+",16.8,",,0,28,",21.1,",0,13,",450,0,131.3,",0",18.1,",,,0",,,0,",,,0",13.96,",0",16.51,",,,0",11.4,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1962-10,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",10,",0",8,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",16,,,,,,6.1,",0,16,",0,",,0,31,+",0,",,0,31,+",67.8,",,0,09,",21.1,",0,02,",629.3,0,179.3,",0",164.9,",,,0",,,0,",,,0",12.55,",0",15.61,",,,0",9.49,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1962-11,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",17,",0",12,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",14,,,,,,1.7,",0,29,",0,",,0,30,+",0,",,0,30,+",45.2,",,0,12,",20.6,",0,08,",841.1,0,211.8,",0",172.1,",,,0",,,0,",,,0",11.27,",0",14.42,",,,0",8.13,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1962-12,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",7,",0",6,",0",1,",0",0,",0",0,",0",0,",0",1,",0",0,",0",1,",0",0,",0",18,,,,,,0,",0,24,",0,",,0,31,+",0,",,0,31,+",34,",,0,02,",21.1,",0,14,",1105.2,0,264.1,",0",65.5,",,,0",,,0,",,,0",9.81,",0",13.1,",,,0",6.53,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1963-01,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",5,",0",3,",0",0,",0",0,",0",0,",0",0,",0",2,",0",0,",0",0,",0",0,",0",12,,,,,,-1.1,",0,12,",0,",,0,31,+",0,",,0,31,+",15.7,",,0,31,",18.3,",0,31,",1433,0,327.8,",0",43.1,",,,0",,,0,",,,0",7.76,",0",11.25,",,,0",4.26,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1963-02,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",18,",0",10,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",4,",0",0,",0",11,,,,2,,5,",0,27,",0,",,0,28,+",0,",,0,28,+",26.9,",,0,12,",22.8,",0,05,",1584.3,0,151.3,",0",120.6,",,,0",,,0,",,,0",12.93,",0",16.36,",,,0",9.5,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1963-03,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",16,",0",14,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",4,,,,,,2.2,",0,17,+",0,",,0,31,+",0,",,0,31,+",31.8,",,0,26,",18.3,",0,25,",1857.4,0,273.1,",0",159.6,",,,0",,,0,",,,0",9.52,",0",12.47,",,,0",6.57,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1963-04,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",23,",0",15,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",3,,,,,,3.3,",0,20,+",0,",,0,30,+",0,",,0,30,+",58.9,",,0,12,",17.2,",0,03,",2105.9,0,248.5,",0",271.3,",,,0",,,0,",,,0",10.05,",0",13.28,",,,0",6.82,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1963-05,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",7,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",9,,,,,,5,",0,13,",0,",,0,31,+",0,",,0,31,+",14,",,0,06,",19.4,",0,05,",2297.4,0,191.5,",0",44.2,",,,0",,,0,",,,0",12.15,",0",14.55,",,,0",9.75,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1963-06,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",9,,,,,,7.8,",0,10,+",0,",,0,30,+",0,",,0,30,+",6.9,",,0,22,",18.3,",0,29,",2474.2,0,176.8,",0",8.4,",,,0",,,0,",,,0",12.44,",0",14.76,",,,0",10.12,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1963-07,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",11,,,,,,8.9,",0,03,+",0,",,0,31,+",0,",,0,31,+",1.3,",,0,06,",18.3,",0,24,+",134.9,0,134.9,",0",2.9,",,,0",,,0,",,,0",13.98,",0",16.51,",,,0",11.45,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1963-08,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",22,,,,,,10.6,",0,25,+",0,",,0,31,+",0,",,0,31,+",1,",,0,08,",18.9,",0,31,+",270.8,0,135.9,",0",1.8,",,,0",,,0,",,,0",13.95,",0",16.19,",,,0",11.71,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1963-09,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.1,0,1.1,",0",5,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",5,",0",0,",0",17,,,,,,10.6,",0,07,",0,",,0,30,+",0,",,0,30,+",13.2,",,0,22,",24.4,",0,11,",366,0,95.2,",0",17.4,",,,0",,,0,",,,0",15.2,",0",18.08,",,,0",12.31,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1963-10,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.1,0,0,",0",13,",0",8,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",9,,,,,,5.6,",0,26,",0,",,0,31,+",0,",,0,31,+",38.4,",,0,22,",22.8,",0,14,",505.1,0,139.1,",0",137.6,",,,0",,,0,",,,0",13.85,",0",17.05,",,,0",10.64,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1963-11,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.1,0,0,",0",20,",0",14,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",9,,,,1,,3.9,",0,21,",0,",,0,30,+",0,",,0,30,+",33.8,",,0,08,",19.4,",0,01,",713.2,0,208.1,",0",175.7,",,,0",,,0,",,,0",11.4,",0",14.72,",,,0",8.07,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1963-12,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.1,0,0,",0",11,",0",8,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",10,,,,,,1.1,",0,11,",0,",,0,31,+",0,",,0,31,+",26.7,",,0,28,",25,",0,30,",970,0,256.8,",0",81.3,",,,0",,,0,",,,0",10.05,",0",13.67,",,,0",6.42,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1964-01,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",18,",0",13,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",,,,,,,0.6,",0,11,",0,",,0,31,+",0,",,0,31,+",53.6,",,0,06,",15.6,",0,25,",1286.8,0,316.8,",0",282.8,",,,0",,,0,",,,0",8.11,",0",11.43,",,,0",4.8,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1964-02,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",7,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",,,,,,,0.6,",0,16,",0,",,0,29,+",0,",,0,29,+",10.9,",,0,14,",22.2,",0,20,",1577.1,0,290.3,",0",30.5,",,,0",,,0,",,,0",8.32,",0",12.48,",,,0",4.17,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1964-03,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",15,",0",14,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",,,,,,,1.1,",0,07,",0,",,0,31,+",0,",,0,31,+",33.8,",,0,11,",16.1,",0,30,",1909.9,0,332.8,",0",149.9,",,,0",,,0,",,,0",7.6,",0",10.48,",,,0",4.72,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1964-04,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",5,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",,,,,,,2.8,",0,17,",0,",,0,30,+",0,",,0,30,+",9.1,",,0,30,",14.4,",0,09,",2208.2,0,298.3,",0",16.9,",,,0",,,0,",,,0",8.39,",0",10.91,",,,0",5.86,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1964-05,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",8,",0",4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",,,,,,,2.8,",0,06,",0,",,0,31,+",0,",,0,31,+",11.9,",,0,26,",17.8,",0,31,",2460.8,0,252.6,",0",40.4,",,,0",,,0,",,,0",10.19,",0",12.56,",,,0",7.81,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1964-06,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",8,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",,,,,,,8.3,",0,28,+",0,",,0,30,+",0,",,0,30,+",7.4,",,0,06,",21.7,",0,04,",2631.7,0,170.9,",0",18.3,",,,0",,,0,",,,0",12.64,",0",14.87,",,,0",10.41,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1964-07,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",6,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",,,,,,,9.4,",0,27,+",0,",,0,31,+",0,",,0,31,+",6.9,",,0,31,",18.3,",0,31,+",145.8,0,145.8,",0",21.2,",,,0",,,0,",,,0",13.63,",0",15.9,",,,0",11.36,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1964-08,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",2,",0",0,",0",,,,,,,8.9,",0,31,+",0,",,0,31,+",0,",,0,31,+",0.3,",,0,28,+",23.9,",0,20,",284.2,0,138.4,",0",0.9,",,,0",,,0,",,,0",13.87,",0",16.49,",,,0",11.25,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1964-09,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.7,0,1.7,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",2,",0",0,",0",,,,,,,7.2,",0,18,",0,",,0,30,+",0,",,0,30,+",1,",,0,17,",28.3,",0,24,",449.1,0,164.9,",0",1.8,",,,0",,,0,",,,0",12.89,",0",16.13,",,,0",9.66,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1964-10,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.7,0,0,",0",6,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",3,",0",0,",0",,,,,,,5.6,",0,17,",0,",,0,31,+",0,",,0,31,+",27.9,",,0,28,",25,",0,18,",623.1,0,174,",0",46.3,",,,0",,,0,",,,0",12.72,",0",15.82,",,,0",9.62,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1964-11,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.7,0,0,",0",17,",0",15,",0",4,",0",0,",0",0,",0",0,",0",3,",0",0,",0",0,",0",0,",0",,,,,,,-1.1,",0,15,",0,",,0,30,+",0,",,0,30,+",62.5,",,0,08,",17.8,",0,29,",874.2,0,251.1,",0",307.6,",,,0",,,0,",,,0",9.96,",0",13.26,",,,0",6.67,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1964-12,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.7,0,0,",0",23,",0",22,",0",1,",0",0,",0",0,",0",0,",0",2,",0",0,",0",0,",0",0,",0",,,,,,,0,",0,31,+",0,",,0,31,+",8,",,0,31,",54.6,",,0,21,",18.3,",0,22,",1158.1,0,283.9,",0",278.6,",,,0",,,8,",,,0",9.17,",0",11.84,",,,0",6.51,",,,0",,,,,,,,,,,,,,,,,,,,,,
USW00024213,1965-01,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",16,",0",10,",0",2,",0",0,",0",0,",0",0,",0",1,",0",0,",0",0,",0",0,",0",,,9,,2,,0,",0,08,",0,",,0,31,+",0,",,0,31,+",33.3,",,0,05,",16.7,",0,18,",1463.9,0,305.8,",0",147.9,",,,0",34.9,",X",0,",,,0",8.47,",0",11.45,",,,0",5.49,",,,0",6252,",X",,,,,,,,,225,",X",,,,,,,,,18.8,",X"
USW00024213,1965-02,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",8,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",,,6,,,,1.7,",0,23,",0,",,0,28,+",0,",,0,28,+",12.4,",,0,26,",19.4,",0,26,",1763.6,0,299.7,",0",34.5,",,,0",60.5,",X",0,",,,0",7.63,",0",10.79,",,,0",4.46,",,,0",10836,",X",,,,,,,,,360,",X",,,,,,,,,16.1,",X"
USW00024213,1965-03,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",5,",0",5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",,,,,,,2.8,",0,28,+",0,",,0,31,+",0,",,0,31,+",13.5,",,0,26,",16.7,",0,02,+",2048.1,0,284.5,",0",31.3,",,,0",60.3,",X",0,",,,0",9.16,",0",12.05,",,,0",6.26,",,,0",13410,",X",,,,,,,,,315,",X",,,,,,,,,11.6,",X"
USW00024213,1965-04,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,0,0,",0",14,",0",10,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",,,,,,,3.3,",0,03,",0,",,0,30,+",0,",,0,30,+",39.6,",,0,15,",20.6,",0,19,",2297.1,0,249,",0",142.3,",,,0",40.5,",X",0,",,,0",10.03,",0",12.73,",,,0",7.34,",,,0",9714,",X",,,,,,,,,315,",X",,,,,,,,,15.6,",X"
