"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00093230","1980-01","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","29",",0","3",",0","0",",0","0",",0","","","","","","","-14.4",",0,29,","","","","","","","8.9",",0,25,","2550.0","0","605.0",",0","","","","","-1.18",",0","4.09",",,,0","-6.45",",,,0","","","","","","","","","",""
"USW00093230","1980-02","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","28",",0","1",",0","0",",0","0",",0","","","","","","","-11.7",",0,09,","","","","","","","15.0",",0,05,","3077.4","0","527.4",",0","","","","","0.15",",0","5.89",",,,0","-5.59",",,,0","","","","","","","","","",""
"USW00093230","1980-03","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0",",0","","","","","","","","","","","1",",0","31",",0","4",",0","0",",0","0",",0","","","","","","","-18.3",",0,12,","","","","","","","10.0",",0,29,","3724.4","0","647.0",",0","","","","","-2.54",",0","3.60",",,,0","-8.67",",,,0","","","","","","","","","",""
"USW00093230","1980-04","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","28",",0","0",",0","0",",0","0",",0","","","","","","","-10.6",",0,02,","","","","","","","19.4",",0,19,","4165.1","0","440.7",",0","","","","","3.64",",0","11.65",",,,0","-4.36",",,,0","","","","","","","","","",""
"USW00093230","1980-05","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","23",",0","0",",0","3",",0","0",",0","","","","","","","-7.8",",0,10,","","","","","","","21.7",",0,21,+","4560.6","0","395.5",",0","","","","","5.57",",0","12.86",",,,0","-1.71",",,,0","","","","","","","","","",""
"USW00093230","1980-06","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","15",",0","0",",0","10",",0","0",",0","","","","","","","-4.4",",0,13,","","","","","","","26.1",",0,28,","4830.7","0","270.1",",0","","","","","9.33",",0","17.80",",,,0","0.85",",,,0","","","","","","","","","",""
"USW00093230","1980-07","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","1.1","0","1.1",",0","","","","","","","","","","","0",",0","6",",0","0",",0","27",",0","0",",0","","","","","","","-0.6",",0,10,+","","","","","","","31.7",",0,25,","116.8","0","116.8",",0","","","","","14.60",",0","25.04",",,,0","4.16",",,,0","","","","","","","","","",""
"USW00093230","1980-08","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","1.1","0","0.0",",0","","","","","","","","","","","0",",0","4",",0","0",",0","25",",0","0",",0","","","","","","","-0.6",",0,31,+","","","","","","","29.4",",0,11,","266.1","0","149.3",",0","","","","","13.52",",0","24.41",",,,0","2.63",",,,0","","","","","","","","","",""
"USW00093230","1980-09","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","1.1","0","0.0",",0","","","","","","","","","","","0",",0","14",",0","0",",0","16",",0","0",",0","","","","","","","-4.4",",0,23,+","","","","","","","26.7",",0,29,","491.3","0","225.2",",0","","","","","10.83",",0","21.15",",,,0","0.50",",,,0","","","","","","","","","",""
"USW00093230","1980-10","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","1.1","0","0.0",",0","","","","","","","","","","","0",",0","27",",0","0",",0","10",",0","0",",0","","","","","","","-8.3",",0,30,+","","","","","","","26.7",",0,01,","860.0","0","368.7",",0","","","","","6.44",",0","16.13",",,,0","-3.25",",,,0","","","","","","","","","",""
"USW00093230","1980-11","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","1.1","0","0.0",",0","","","","","","","","","","","0",",0","27",",0","0",",0","0",",0","0",",0","","","","","","","-11.7",",0,26,+","","","","","","","20.0",",0,05,","1323.2","0","463.2",",0","","","","","2.89",",0","10.92",",,,0","-5.14",",,,0","","","","","","","","","",""
"USW00093230","1980-12","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","1.1","0","0.0",",0","","","","","","","","","","","1",",0","30",",0","4",",0","0",",0","0",",0","","","","","","","-18.9",",0,10,","","","","","","","12.8",",0,27,+","1905.3","0","582.1",",0","","","","","-0.45",",0","6.99",",,,0","-7.88",",,,0","","","","","","","","","",""
"USW00093230","1981-01","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","","0.0","1,0","","","","","","","","","","","0","1,0","29","1,0","4",",0","0",",0","0",",0","","","","","","","-16.7","1,0,25,","","","","","","","12.2",",0,22,+","2463.4","","558.1",",0","","","","","-0.36","1,0","5.88",",,,0","-6.60","1,,,0","","","","","","","","","",""
"USW00093230","1981-02","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","","0.0","1,0","","","","","","","","","","","3","1,0","26","1,0","1",",0","0",",0","0",",0","","","","","","","-20.6","1,0,01,","","","","","","","11.7",",0,17,","3007.6","","544.2",",0","","","","","-1.74","1,0","5.87",",,,0","-9.34","1,,,0","","","","","","","","","",""
"USW00093230","1981-03","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","","0.0",",0","","","","","","","","","","","0",",0","31",",0","1",",0","0",",0","0",",0","","","","","","","-15.0",",0,30,","","","","","","","11.1",",0,24,","3577.3","","569.7",",0","","","","","-0.05",",0","6.55",",,,0","-6.65",",,,0","","","","","","","","","",""
"USW00093230","1981-04","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","","0.0",",0","","","","","","","","","","","0",",0","26",",0","0",",0","4",",0","0",",0","","","","","","","-7.8",",0,12,","","","","","","","24.4",",0,30,","3976.6","","399.3",",0","","","","","5.02",",0","13.18",",,,0","-3.14",",,,0","","","","","","","","","",""
"USW00093230","1981-05","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","","0.0",",0","","","","","","","","","","","0",",0","20",",0","0",",0","4",",0","0",",0","","","","","","","-6.7",",0,07,","","","","","","","23.3",",0,29,","4317.2","","340.6",",0","","","","","7.35",",0","15.45",",,,0","-0.75",",,,0","","","","","","","","","",""
"USW00093230","1981-06","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","5.3","","5.3",",0","","","","","","","","","","","0",",0","5",",0","0",",0","24",",0","0",",0","","","","","","","-3.3",",0,14,+","","","","","","","30.6",",0,27,+","4421.8","","104.6",",0","","","","","15.02",",0","25.01",",,,0","5.04",",,,0","","","","","","","","","",""
"USW00093230","1981-07","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","14.8","","9.5",",0","","","","","","","","","","","0",",0","1",",0","0",",0","31",",0","2",",0","","","","","","","-1.1",",0,13,","","","","","","","32.8",",0,22,","48.3","","48.3",",0","","","","","17.08",",0","29.43",",,,0","4.74",",,,0","","","","","","","","","",""
"USW00093230","1981-08","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","38.0","","23.2",",0","","","","","","","","","","","0",",0","1",",0","0",",0","31",",0","6",",0","","","","","","","0.0",",0,02,","","","","","","","35.6",",0,09,+","77.7","","29.4",",0","","","","","18.13",",0","30.61",",,,0","5.65",",,,0","","","","","","","","","",""
"USW00093230","1981-09","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","43.0","","5.0",",0","","","","","","","","","","","0",",0","1",",0","0",",0","26",",0","0",",0","","","","","","","0.0",",0,30,","","","","","","","29.4",",0,16,+","161.1","","83.4",",0","","","","","15.72",",0","25.71",",,,0","5.73",",,,0","","","","","","","","","",""
"USW00093230","1981-10","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","43.0","","0.0",",0","","","","","","","","","","","0",",0","24",",0","0",",0","3",",0","0",",0","","","","","","","-9.4",",0,30,","","","","","","","22.2",",0,25,+","530.8","","369.7",",0","","","","","6.41",",0","14.71",",,,0","-1.89",",,,0","","","","","","","","","",""
"USW00093230","1981-11","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","43.0","","0.0",",0","","","","","","","","","","","0",",0","21",",0","1",",0","0",",0","0",",0","","","","","","","-12.8",",0,29,","","","","","","","16.1",",0,11,","952.7","","421.9",",0","","","","","4.27",",0","10.61",",,,0","-2.07",",,,0","","","","","","","","","",""
"USW00093230","1982-01","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","4,0","","","","","","","","","","","4","3,0","28","3,0","7","3,0","0","3,0","0","3,0","","","","","","","-26.7","3,0,07,","","","","","","","13.9","3,0,25,","","","614.4","3,0","","","","","-4.30","4,0","3.75","3,,,0","-12.34","3,,,0","","","","","","","","","",""
"USW00093230","1982-02","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","5,0","","","","","","","","","","","2","5,0","19","5,0","1","1,0","0","1,0","0","1,0","","","","","","","-21.1","5,0,06,","","","","","","","16.1","1,0,20,","","","398.4","1,0","","","","","0.74","5,0","8.13","1,,,0","-6.64","5,,,0","","","","","","","","","",""
"USW00093230","1982-03","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","2,0","","","","","","","","","","","0","1,0","24","1,0","1","1,0","0","1,0","0","1,0","","","","","","","-12.2","1,0,06,","","","","","","","12.8","1,0,24,","","","502.2","1,0","","","","","1.07","2,0","6.17","1,,,0","-4.04","1,,,0","","","","","","","","","",""
"USW00093230","1982-04","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","1,0","","","","","","","","","","","0","1,0","26","1,0","1","1,0","0","1,0","0","1,0","","","","","","","-12.8","1,0,08,","","","","","","","20.0","1,0,30,","","","438.4","1,0","","","","","3.22","1,0","10.21","1,,,0","-3.78","1,,,0","","","","","","","","","",""
"USW00093230","1982-05","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","1,0","","","","","","","","","","","0","1,0","15","1,0","0",",0","7",",0","0",",0","","","","","","","-2.8","1,0,11,","","","","","","","25.0",",0,26,+","","","259.3",",0","","","","","9.72","1,0","18.57",",,,0","0.87","1,,,0","","","","","","","","","",""
"USW00093230","1982-06","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","8",",0","0",",0","16",",0","0",",0","","","","","","","-2.8",",0,06,","","","","","","","27.8",",0,17,","","","181.8",",0","","","","","12.27",",0","20.93",",,,0","3.62",",,,0","","","","","","","","","",""
"USW00093230","1982-07","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","11.2","0","11.2",",0","","","","","","","","","","","0",",0","0",",0","0",",0","27",",0","2",",0","","","","","","","1.7",",0,05,","","","","","","","32.2",",0,30,+","68.1","0","68.1",",0","","","","","16.50",",0","26.44",",,,0","6.56",",,,0","","","","","","","","","",""
"USW00093230","1982-08","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","27.6","0","16.4","1,0","","","","","","","","","","","0","1,0","0","1,0","0",",0","30",",0","1",",0","","","","","","","1.1","1,0,31,","","","","","","","35.0",",0,07,","118.9","0","50.8",",0","","","","","17.14","1,0","26.97",",,,0","7.31","1,,,0","","","","","","","","","",""
"USW00093230","1982-09","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","27.6","0","0.0","2,0","","","","","","","","","","","0","1,0","6","1,0","0","1,0","14","1,0","0","1,0","","","","","","","-1.7","1,0,29,+","","","","","","","28.3","1,0,08,","292.3","0","173.4","1,0","","","","","11.98","2,0","20.63","1,,,0","3.33","1,,,0","","","","","","","","","",""
"USW00093230","1982-10","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","27.6","0","0.0","1,0","","","","","","","","","","","0","1,0","20","1,0","0",",0","0",",0","0",",0","","","","","","","-7.8","1,0,27,","","","","","","","20.0",",0,02,","614.0","0","321.7",",0","","","","","7.59","1,0","15.23",",,,0","-0.06","1,,,0","","","","","","","","","",""
"USW00093230","1982-11","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","27.6","0","0.0","4,0","","","","","","","","","","","0","3,0","24","3,0","0","1,0","0","1,0","0","1,0","","","","","","","-10.0","3,0,15,+","","","","","","","16.7","1,0,05,","1030.4","0","416.4","1,0","","","","","2.17","4,0","8.41","1,,,0","-4.07","3,,,0","","","","","","","","","",""
"USW00093230","1982-12","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","","","","","","","","","","","","","","","0","2,0","24","2,0","","","","","","","","","","","","","-16.7","2,0,25,","","","","","","","","","","","","","","","","","","","","","-7.32","2,,,0","","","","","","","","","",""
"USW00093230","1983-01","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","2,0","","","","","","","","","","","0","2,0","27","2,0","1","2,0","0","2,0","0","2,0","","","","","","","-15.0","2,0,31,+","","","","","","","14.4","2,0,08,","","","545.1","2,0","","","","","-0.46","2,0","6.59","2,,,0","-7.51","2,,,0","","","","","","","","","",""
"USW00093230","1983-02","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","3,0","","","","","","","","","","","0","1,0","21","1,0","0","2,0","0","2,0","0","2,0","","","","","","","-15.6","1,0,02,","","","","","","","12.8","2,0,21,","","","442.5","2,0","","","","","0.82","3,0","6.20","2,,,0","-4.55","1,,,0","","","","","","","","","",""
"USW00093230","1983-03","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","1,0","","","","","","","","","","","0","1,0","22","1,0","0",",0","0",",0","0",",0","","","","","","","-12.8","1,0,26,","","","","","","","12.2",",0,10,+","","","498.1",",0","","","","","1.75","1,0","6.33",",,,0","-2.82","1,,,0","","","","","","","","","",""
"USW00093230","1983-04","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","1,0","","","","","","","","","","","0","1,0","24","1,0","0",",0","0",",0","0",",0","","","","","","","-10.6","1,0,06,","","","","","","","11.7",",0,16,","","","470.6",",0","","","","","2.10","1,0","7.30",",,,0","-3.11","1,,,0","","","","","","","","","",""
"USW00093230","1983-05","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","1,0","","","","","","","","","","","0","1,0","15","1,0","0",",0","11",",0","0",",0","","","","","","","-4.4","1,0,06,","","","","","","","27.8",",0,28,","","","289.6",",0","","","","","8.60","1,0","16.75",",,,0","0.44","1,,,0","","","","","","","","","",""
"USW00093230","1983-06","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","1",",0","0",",0","22",",0","0",",0","","","","","","","0.0",",0,26,","","","","","","","26.7",",0,17,+","","","165.1",",0","","","","","12.83",",0","21.53",",,,0","4.13",",,,0","","","","","","","","","",""
"USW00093230","1983-07","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","1.1","0","1.1","4,0","","","","","","","","","","","0","2,0","4","2,0","0","3,0","21","3,0","1","3,0","","","","","","","-1.7","2,0,21,+","","","","","","","33.3","3,0,25,","118.4","0","118.4","3,0","","","","","13.96","4,0","23.90","3,,,0","4.02","2,,,0","","","","","","","","","",""
"USW00093230","1983-08","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","7.2","0","6.1",",0","","","","","","","","","","","0",",0","1",",0","0",",0","25",",0","1",",0","","","","","","","-0.6",",0,26,","","","","","","","32.2",",0,06,","209.4","0","91.0",",0","","","","","15.59",",0","24.35",",,,0","6.84",",,,0","","","","","","","","","",""
"USW00093230","1983-09","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","7.2","0","0.0",",0","","","","","","","","","","","0",",0","2",",0","0",",0","17",",0","0",",0","","","","","","","-1.1",",0,21,+","","","","","","","27.2",",0,15,","376.3","0","166.9",",0","","","","","12.77",",0","21.61",",,,0","3.93",",,,0","","","","","","","","","",""
"USW00093230","1983-10","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","7.2","0","0.0","1,0","","","","","","","","","","","0","1,0","18","1,0","0",",0","1",",0","0",",0","","","","","","","-5.6","1,0,19,","","","","","","","22.8",",0,11,","675.0","0","298.7",",0","","","","","8.35","1,0","16.74",",,,0","-0.05","1,,,0","","","","","","","","","",""
"USW00093230","1983-11","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","7.2","0","0.0","1,0","","","","","","","","","","","0","1,0","20","1,0","2",",0","0",",0","0",",0","","","","","","","-13.9","1,0,22,","","","","","","","15.6",",0,05,","1150.4","0","475.4",",0","","","","","1.94","1,0","7.55",",,,0","-3.68","1,,,0","","","","","","","","","",""
"USW00093230","1983-12","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","7.2","0","0.0","4,0","","","","","","","","","","","0","2,0","18","2,0","2","4,0","0","4,0","0","4,0","","","","","","","-13.3","2,0,05,","","","","","","","11.1","4,0,14,","1589.5","0","439.1","4,0","","","","","1.87","4,0","5.89","4,,,0","-2.14","2,,,0","","","","","","","","","",""
"USW00093230","1984-01","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0",",0","","","","","","","","","","","2",",0","31",",0","2",",0","0",",0","0",",0","","","","","","","-17.8",",0,18,+","","","","","","","13.3",",0,07,","2138.9","0","549.4",",0","","","","","0.61",",0","7.80",",,,0","-6.58",",,,0","","","","","","","","","",""
"USW00093230","1984-02","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","4,0","","","","","","","","","","","1","3,0","26","3,0","0","2,0","0","2,0","0","2,0","","","","","","","-18.9","3,0,22,","","","","","","","13.9","2,0,22,+","2602.0","0","463.1","2,0","","","","","-0.25","4,0","7.86","2,,,0","-8.35","3,,,0","","","","","","","","","",""
"USW00093230","1984-03","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","3,0","","","","","","","","","","","0","1,0","24","1,0","0","2,0","0","2,0","0","2,0","","","","","","","-11.7","1,0,04,","","","","","","","17.2","2,0,20,","3001.8","0","399.8","2,0","","","","","4.06","3,0","11.16","2,,,0","-3.03","1,,,0","","","","","","","","","",""
"USW00093230","1984-04","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","2,0","","","","","","","","","","","0",",0","25",",0","0","2,0","2","2,0","0","2,0","","","","","","","-11.7",",0,09,","","","","","","","22.8","2,0,14,","3389.3","0","387.5","2,0","","","","","4.55","2,0","11.79","2,,,0","-2.69",",,,0","","","","","","","","","",""
"USW00093230","1984-05","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","0","0.0","1,0","","","","","","","","","","","0",",0","12",",0","0","1,0","16","1,0","0","1,0","","","","","","","-6.1",",0,06,","","","","","","","27.8","1,0,28,+","3603.9","0","214.6","1,0","","","","","11.15","1,0","20.37","1,,,0","1.92",",,,0","","","","","","","","","",""
"USW00093230","1984-06","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.9","0","0.9","2,0","","","","","","","","","","","0","1,0","5","1,0","0","2,0","16","2,0","0","2,0","","","","","","","-1.7","1,0,08,","","","","","","","28.9","2,0,28,+","3773.0","0","169.1","2,0","","","","","12.41","2,0","21.75","2,,,0","3.06","1,,,0","","","","","","","","","",""
"USW00093230","1984-07","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","17.3","0","16.4",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","","","3.3",",0,08,","","","","","","","32.8",",0,04,","32.1","0","32.1",",0","","","","","17.83",",0","28.01",",,,0","7.65",",,,0","","","","","","","","","",""
"USW00093230","1984-08","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","21.8","0","4.5",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","","","1.7",",0,26,+","","","","","","","31.7",",0,09,+","88.0","0","55.9",",0","","","","","16.67",",0","27.21",",,,0","6.13",",,,0","","","","","","","","","",""
"USW00093230","1984-09","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","21.8","0","0.0","1,0","","","","","","","","","","","0",",0","6",",0","0","1,0","25","1,0","0","1,0","","","","","","","-7.2",",0,25,","","","","","","","30.0","1,0,09,+","215.7","0","127.7","1,0","","","","","13.95","1,0","24.51","1,,,0","3.38",",,,0","","","","","","","","","",""
"USW00093230","1984-10","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","21.8","0","0.0","2,0","","","","","","","","","","","0",",0","21",",0","0","2,0","3","2,0","0","2,0","","","","","","","-9.4",",0,18,","","","","","","","22.2","2,0,07,","556.6","0","340.9","2,0","","","","","6.57","2,0","14.23","2,,,0","-1.09",",,,0","","","","","","","","","",""
"USW00093230","1984-11","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","21.8","0","0.0","2,0","","","","","","","","","","","0",",0","22",",0","1","2,0","0","2,0","0","2,0","","","","","","","-17.2",",0,26,","","","","","","","17.2","2,0,05,+","1008.7","0","452.1","2,0","","","","","2.38","2,0","8.36","2,,,0","-3.61",",,,0","","","","","","","","","",""
"USW00093230","1984-12","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","21.8","0","0.0","1,0","","","","","","","","","","","5",",0","31",",0","4","1,0","0","1,0","0","1,0","","","","","","","-23.3",",0,17,","","","","","","","10.0","1,0,25,","1625.4","0","616.7","1,0","","","","","-2.16","1,0","5.54","1,,,0","-9.87",",,,0","","","","","","","","","",""
"USW00093230","1985-01","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","","0.0","1,0","","","","","","","","","","","0","1,0","30","1,0","1",",0","0",",0","0",",0","","","","","","","-15.6","1,0,31,+","","","","","","","13.9",",0,18,","2213.1","","587.7",",0","","","","","-1.32","1,0","6.63",",,,0","-9.27","1,,,0","","","","","","","","","",""
"USW00093230","1985-02","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","0.0","","0.0","2,0","","","","","","","","","","","1","1,0","26","1,0","2","1,0","0","1,0","0","1,0","","","","","","","-20.0","1,0,10,","","","","","","","16.1","1,0,15,","2699.9","","486.8","1,0","","","","","-0.39","2,0","8.12","1,,,0","-8.89","1,,,0","","","","","","","","","",""
"USW00093230","1985-03","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","","","","","","","","","","","","","","","1","4,0","26","4,0","","","","","","","","","","","","","-20.6","4,0,08,","","","","","","","","","","","","","","","","","","","","","-6.90","4,,,0","","","","","","","","","",""
"USW00093230","1985-04","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","","","0.0",",0","","","","","","","","","","","0",",0","21",",0","0",",0","3",",0","0",",0","","","","","","","-3.9",",0,01,","","","","","","","23.3",",0,14,","","","301.3",",0","","","","","8.29",",0","16.84",",,,0","-0.26",",,,0","","","","","","","","","",""
"USW00093230","1985-05","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","","","0.0",",0","","","","","","","","","","","0",",0","15",",0","0",",0","9",",0","0",",0","","","","","","","-5.0",",0,30,","","","","","","","25.6",",0,01,","","","275.8",",0","","","","","9.44",",0","18.39",",,,0","0.49",",,,0","","","","","","","","","",""
"USW00093230","1985-06","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","","","2.2",",0","","","","","","","","","","","0",",0","3",",0","0",",0","26",",0","0",",0","","","","","","","-1.1",",0,26,","","","","","","","30.0",",0,18,","","","115.4",",0","","","","","14.56",",0","24.69",",,,0","4.43",",,,0","","","","","","","","","",""
"USW00093230","1985-07","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","","","2.5","1,0","","","","","","","","","","","0","1,0","0","1,0","0",",0","30",",0","0",",0","","","","","","","1.7","1,0,01,","","","","","","","31.1",",0,14,","49.4","","49.4",",0","","","","","16.66","1,0","27.04",",,,0","6.29","1,,,0","","","","","","","","","",""
"USW00093230","1985-08","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","","","2.5",",0","","","","","","","","","","","0",",0","6",",0","0",",0","30",",0","0",",0","","","","","","","-2.8",",0,22,","","","","","","","30.6",",0,25,+","165.7","","116.3",",0","","","","","14.66",",0","25.99",",,,0","3.33",",,,0","","","","","","","","","",""
"USW00093230","1985-10","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","","","0.0","2,0","","","","","","","","","","","0","1,0","28","1,0","0","1,0","4","1,0","0","1,0","","","","","","","-8.3","1,0,14,+","","","","","","","24.4","1,0,05,","","","338.9","1,0","","","","","6.49","2,0","15.73","1,,,0","-2.75","1,,,0","","","","","","","","","",""
"USW00093230","1985-11","38.8983","-119.9947","1924.5","SOUTH LAKE TAHOE AIRPORT, CA US","","","","","0.0","1,0","","","","","","","","","","","2","1,0","26","1,0","4","1,0","0","1,0","0","1,0","","","","","","","-18.9","1,0,13,","","","","","","","19.4","1,0,04,","","","537.5","1,0","","","","","-0.20","1,0","6.51","1,,,0","-6.91","1,,,0","","","","","","","","","",""
