STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HN03,HN03_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,HX03,HX03_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LN03,LN03_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,LX03,LX03_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MN03,MN03_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,MX03,MX03_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES
USC00042294,1943-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",421.9,0,121.7,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",26,",0",,,,,7.8,",0,18,+",,,,,0,",,0,31,+",41.1,",0,01,",,,0,0,,,,,,,0,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,0",,,22.26,",0",33.71,",,,0",10.81,",,,0",,
USC00042294,1943-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",541.3,0,119.4,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",18,",0",,,,,7.8,",0,16,",,,,,0,",,0,30,+",40,",0,22,",,,0,0,,,,,,,0,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,0",,,22.31,",0",33.81,",,,0",10.81,",,,0",,
USC00042294,1943-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",570,0,28.7,",0",4,",0",1,",0",0,",0",,,,,0,",0",0,",0",0,",0",27,",0",6,",0",,,,,3.9,",0,30,+",,,,,3,",,0,27,",36.1,",0,06,+",,,76.4,0,,,,,,,76.4,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,",,,0",,,16.79,",0",26.29,",,,0",7.3,",,,0",,
USC00042294,1943-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",570,0,0,",0",6,"1,0",2,"1,0",0,"1,0",,,,,0,",0",2,",0",0,",0",11,",0",0,",0",,,,,-0.6,",0,26,",,,,,18.3,"1,,0,20,",26.7,",0,05,",,,274,0,,,,,,,197.6,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.5,"1,,,0",,,11.75,",0",19.89,",,,0",3.61,",,,0",,
USC00042294,1943-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",570,0,0,",0",9,",0",5,",0",0,",0",,,,,0,",0",7,",0",0,",0",1,",0",0,",0",,,,,-3.3,",0,14,+",,,,,13,",,0,19,",22.8,",0,09,",,,569.4,0,,,,,,,295.4,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,",,,0",,,8.8,",0",15.31,",,,0",2.3,",,,0",,
USC00042294,1944-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",11,",0",8,",0",0,",0",,,,,0,",0",13,",0",0,",0",0,",0",0,",0",,,,,-1.1,",0,28,+",,,,,24.9,",,0,30,",19.4,",0,20,",,,903.3,0,,,,,,,333.9,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,",,,0",,,7.56,",0",13.4,",,,0",1.72,",,,0",,
USC00042294,1944-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",14,",0",11,",0",2,",0",,,,,0,",0",5,",0",0,",0",0,",0",0,",0",,,,,-1.7,",0,16,",,,,,58.4,",,0,03,",18.3,",0,07,",,,1177.5,0,,,,,,,274.2,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.2,",,,0",,,8.88,",0",15.01,",,,0",2.74,",,,0",,
USC00042294,1944-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,"2,0",3,"2,0",2,"2,0",0,"2,0",,,,,0,"2,0",1,"2,0",0,"2,0",15,"2,0",0,"2,0",,,,,0,"2,0,16,",,,,,15.2,"2,,0,04,",26.1,"2,0,31,",,,1367.9,0,,,,,,,190.4,"2,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,"2,,,0",,,11.77,"2,0",19.99,"2,,,0",3.54,"2,,,0",,
USC00042294,1944-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",9,",0",3,",0",0,",0",,,,,0,",0",0,",0",0,",0",16,",0",0,",0",,,,,1.1,",0,25,",,,,,13.5,",,0,27,",27.8,",0,01,",,,1537,0,,,,,,,169.1,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.7,",,,0",,,12.7,",0",20.59,",,,0",4.8,",,,0",,
USC00042294,1944-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",38.3,0,38.3,",0",4,",0",3,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",5,",0",,,,,4.4,",0,16,",,,,,11.9,",,0,17,",35.6,",0,27,",,,1576.4,0,,,,,,,39.4,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.3,",,,0",,,18.3,",0",27.45,",,,0",9.14,",,,0",,
USC00042294,1944-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",109.5,0,71.2,",0",4,",0",3,",0",0,",0",,,,,0,",0",0,",0",0,",0",28,",0",9,",0",,,,,5,",0,16,",,,,,7.4,",,0,16,",39.4,",0,29,",,,1604.6,0,,,,,,,28.2,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,",,,0",,,19.76,",0",28.61,",,,0",10.91,",,,0",,
USC00042294,1944-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",245.2,0,135.7,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",22,",0",,,,,8.3,",0,20,",,,,,0,",,0,31,+",40,",0,07,",,,0,0,,,,,,,0,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,0",,,22.71,",0",33.57,",,,0",11.85,",,,0",,
USC00042294,1944-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",391,0,145.8,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",23,",0",,,,,7.2,",0,21,",,,,,0,",,0,31,+",42.2,",0,28,+",,,0,0,,,,,,,0,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,0",,,23.04,",0",35.22,",,,0",10.86,",,,0",,
USC00042294,1944-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",536.3,0,145.3,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",21,",0",,,,,6.7,",0,20,",,,,,0,",,0,30,+",43.9,",0,10,",,,3.3,0,,,,,,,3.3,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,0",,,23.06,",0",34.7,",,,0",11.42,",,,0",,
USC00042294,1944-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",548.5,0,12.2,",0",2,",0",1,",0",1,",0",,,,,0,",0",0,",0",0,",0",30,",0",1,",0",,,,,5.6,",0,20,+",,,,,30,",,0,31,",32.2,",0,25,",,,29.6,0,,,,,,,26.3,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3,",,,0",,,17.88,",0",27.85,",,,0",7.91,",,,0",,
USC00042294,1944-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",548.5,0,0,",0",12,",0",9,",0",0,",0",,,,,0,",0",3,",0",0,",0",1,",0",0,",0",,,,,-0.6,",0,23,+",,,,,19.3,",,0,10,",21.1,",0,02,",,,265.7,0,,,,,,,236.1,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.6,",,,0",,,10.46,",0",16.42,",,,0",4.5,",,,0",,
USC00042294,1944-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",548.5,0,0,",0",12,",0",8,",0",0,",0",,,,,0,",0",7,",0",0,",0",0,",0",0,",0",,,,,-1.7,",0,13,",,,,,15.5,",,0,23,",17.2,",0,17,+",,,579.9,0,,,,,,,314.2,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2,",,,0",,,8.2,",0",14.09,",,,0",2.31,",,,0",,
USC00042294,1945-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",4,",0",2,",0",0,",0",,,,,0,",0",11,",0",0,",0",0,",0",0,",0",,,,,-3.3,",0,21,",,,,,25.1,",,0,31,",17.8,",0,27,",,,941.3,0,,,,,,,361.4,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,",,,0",,,6.68,",0",11.94,",,,0",1.42,",,,0",,
USC00042294,1945-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",10,",0",5,",0",2,",0",,,,,0,",0",5,",0",0,",0",1,",0",0,",0",,,,,-1.7,",0,28,+",,,,,41.7,",,0,01,",21.1,",0,13,",,,1175,0,,,,,,,233.7,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.3,",,,0",,,9.99,",0",16.86,",,,0",3.11,",,,0",,
USC00042294,1945-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",13,",0",6,",0",0,",0",,,,,0,",0",8,",0",0,",0",2,",0",0,",0",,,,,-2.2,",0,01,",,,,,14.5,",,0,26,",25.6,",0,31,",,,1447.4,0,,,,,,,272.4,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7,",,,0",,,9.55,",0",16.21,",,,0",2.89,",,,0",,
USC00042294,1945-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",21.6,0,21.6,",0",1,",0",0,",0",0,",0",,,,,0,",0",2,",0",0,",0",21,",0",3,",0",,,,,-0.6,",0,05,",,,,,1,",,0,09,",34.4,",0,30,",,,1548.5,0,,,,,,,101.1,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,",,,0",,,15.68,",0",24.96,",,,0",6.4,",,,0",,
USC00042294,1945-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",30.1,0,8.5,",0",7,",0",2,",0",0,",0",,,,,0,",0",0,",0",0,",0",27,",0",2,",0",,,,,4.4,",0,24,+",,,,,5.6,",,0,13,",35,",0,01,",,,1613.5,0,,,,,,,65,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,",,,0",,,16.51,",0",25.07,",,,0",7.95,",,,0",,
USC00042294,1945-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",165.7,0,135.6,",0",2,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",13,",0",,,,,7.8,",0,08,+",,,,,1,",,0,07,",42.8,",0,20,+",,,1618.1,0,,,,,,,4.6,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,",,,0",,,22.7,",0",32.06,",,,0",13.33,",,,0",,
USC00042294,1945-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",363.4,0,197.7,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",28,",0",,,,,9.4,",0,19,",,,,,0,",T,0,09,",41.7,",0,27,+",,,0.6,0,,,,,,,0.6,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",T,,0",,,24.69,",0",36.19,",,,0",13.19,",,,0",,
USC00042294,1945-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",496.8,0,133.4,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",24,",0",,,,,8.3,",0,15,+",,,,,0,",T,0,18,",40,",0,22,",,,2,0,,,,,,,1.4,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",T,,0",,,22.59,",0",33.71,",,,0",11.47,",,,0",,
USC00042294,1945-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",625.7,0,128.9,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",19,",0",,,,,6.1,",0,29,",,,,,0,",,0,30,+",40.6,",0,13,",,,10.9,0,,,,,,,8.9,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,0",,,22.33,",0",32.76,",,,0",11.91,",,,0",,
USC00042294,1945-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",655.1,0,29.4,",0",8,",0",5,",0",1,",0",,,,,0,",0",0,",0",0,",0",28,",0",5,",0",,,,,2.8,",0,25,",,,,,35.3,",,0,30,",35.6,",0,03,",,,51.2,0,,,,,,,40.3,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.3,",,,0",,,17.98,",0",26.24,",,,0",9.72,",,,0",,
USC00042294,1945-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",656,0,0.9,",0",10,",0",3,",0",0,",0",,,,,0,",0",1,",0",0,",0",4,",0",0,",0",,,,,-0.6,",0,30,",,,,,12.7,",,0,29,",26.7,",0,03,",,,273.1,0,,,,,,,221.9,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.6,",,,0",,,10.97,",0",16.49,",,,0",5.44,",,,0",,
USC00042294,1945-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",656,0,0,"2,0",17,",0",9,",0",2,",0",,,,,0,"1,0",6,"1,0",0,"1,0",0,"1,0",0,"1,0",,,,,-4.4,"1,0,14,",,,,,32.5,",,0,05,",17.8,"1,0,30,",,,571.2,0,,,,,,,298.1,"1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.6,",,,0",,,8.03,"2,0",11.98,"1,,,0",4.07,"1,,,0",,
USC00042294,1946-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,"1,0",7,"1,0",4,"1,0",0,"1,0",,,,,0,"1,0",11,"1,0",0,"1,0",0,"1,0",0,"1,0",,,,,-5,"1,0,31,",,,,,9.4,"1,,0,03,",16.7,"1,0,25,",,,906.2,0,,,,,,,335,"1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,"1,,,0",,,7.17,"1,0",12.62,"1,,,0",1.71,"1,,,0",,
USC00042294,1946-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",10,",0",4,",0",0,",0",,,,,0,",0",12,",0",0,",0",0,",0",0,",0",,,,,-3.9,",0,01,",,,,,7.6,",,0,20,",20,",0,24,",,,1217.3,0,,,,,,,311.1,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2,",,,0",,,7.22,",0",13.43,",,,0",1.01,",,,0",,
USC00042294,1946-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",8,",0",6,",0",0,",0",,,,,0,",0",0,",0",0,",0",8,",0",0,",0",,,,,0.6,",0,16,+",,,,,10.7,",,0,19,",26.1,",0,09,",,,1437.2,0,,,,,,,219.9,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,",,,0",,,11.24,",0",18.12,",,,0",4.36,",,,0",,
USC00042294,1946-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",8.1,0,8.1,",0",1,",0",1,",0",1,",0",,,,,0,",0",0,",0",0,",0",20,",0",2,",0",,,,,2.2,",0,03,",,,,,41.9,",,0,01,",33.3,",0,25,+",,,1558.4,0,,,,,,,121.2,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9,",,,0",,,14.56,",0",23.18,",,,0",5.95,",,,0",,
USC00042294,1946-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",18.1,0,10,",0",3,",0",1,",0",0,",0",,,,,0,",0",0,",0",0,",0",27,",0",2,",0",,,,,5,",0,21,+",,,,,7.1,",,0,26,",34.4,",0,07,",,,1610,0,,,,,,,51.6,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,",,,0",,,16.99,",0",25.77,",,,0",8.21,",,,0",,
USC00042294,1946-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",80.2,0,62.1,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",6,",0",,,,,4.4,",0,10,",,,,,0,",,0,30,+",38.9,",0,20,",,,1619.6,0,,,,,,,9.6,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,0",,,20.08,",0",29.89,",,,0",10.28,",,,0",,
USC00042294,1946-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",249.3,0,169.1,",0",1,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",24,",0",,,,,9.4,",0,14,",,,,,0.3,",,0,26,",40,",0,19,",,,0,0,,,,,,,0,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,",,,0",,,23.79,",0",34.16,",,,0",13.41,",,,0",,
USC00042294,1946-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",386,0,136.7,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",24,",0",,,,,8.3,",0,29,",,,,,0,",,0,31,+",41.7,",0,03,",,,3.1,0,,,,,,,3.1,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,0",,,22.65,",0",34.25,",,,0",11.04,",,,0",,
USC00042294,1946-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",481.4,0,95.4,",0",1,",0",1,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",14,",0",,,,,6.7,",0,12,",,,,,2.5,",,0,16,",36.7,",0,25,",,,3.9,0,,,,,,,0.8,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,",,,0",,,21.49,",0",31.58,",,,0",11.39,",,,0",,
USC00042294,1946-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",492.3,0,10.9,",0",2,",0",1,",0",0,",0",,,,,0,",0",3,",0",0,",0",23,",0",0,",0",,,,,-3.3,",0,29,",,,,,10.7,",,0,03,",31.7,",0,11,",,,91.9,0,,,,,,,88,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,",,,0",,,15.85,",0",24.22,",,,0",7.47,",,,0",,
USC00042294,1946-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",492.3,0,0,",0",6,",0",3,",0",1,",0",,,,,0,",0",2,",0",0,",0",3,",0",0,",0",,,,,-1.7,",0,05,",,,,,33.5,",,0,23,",23.9,",0,05,",,,323.5,0,,,,,,,231.6,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.4,",,,0",,,10.61,",0",16.94,",,,0",4.28,",,,0",,
USC00042294,1946-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",492.3,0,0,"2,0",16,",0",4,",0",1,",0",,,,,0,"1,0",7,"1,0",0,"1,0",0,"1,0",0,"1,0",,,,,-2.8,"1,0,18,",,,,,31,",,0,06,",17.2,"1,0,23,",,,653.9,0,,,,,,,330.4,"1,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.4,",,,0",,,7.03,"2,0",10.78,"1,,,0",3.27,"1,,,0",,
USC00042294,1947-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",6,",0",1,",0",0,",0",,,,,0,",0",22,",0",0,",0",0,",0",0,",0",,,,,-5,",0,17,",,,,,8.9,",,0,28,",20,",0,27,",,,1061.4,0,,,,,,,407.5,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,",,,0",,,5.19,",0",11.09,",,,0",-0.72,",,,0",,
USC00042294,1947-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",5,",0",4,",0",1,",0",,,,,0,",0",2,",0",0,",0",3,",0",0,",0",,,,,-1.1,",0,01,",,,,,34.3,",,0,12,",24.4,",0,25,",,,1301.5,0,,,,,,,240.1,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.9,",,,0",,,9.76,",0",15.08,",,,0",4.44,",,,0",,
USC00042294,1947-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",10,",0",7,",0",0,",0",,,,,0,",0",0,",0",0,",0",8,",0",0,",0",,,,,3.3,",0,24,+",,,,,17,",,0,04,",26.1,",0,17,",,,1469,0,,,,,,,167.5,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1,",,,0",,,12.93,",0",18.8,",,,0",7.05,",,,0",,
USC00042294,1947-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",18.6,0,18.6,",0",2,",0",1,",0",0,",0",,,,,0,",0",0,",0",0,",0",21,",0",3,",0",,,,,3.9,",0,03,",,,,,3.6,",,0,03,",33.9,",0,16,",,,1552.1,0,,,,,,,83.1,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,",,,0",,,16.19,",0",24.6,",,,0",7.77,",,,0",,
USC00042294,1947-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",99.4,0,80.8,",0",2,",0",1,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",14,",0",,,,,3.9,",0,13,",,,,,11.4,",,0,27,",38.9,",0,21,",,,1570.3,0,,,,,,,18.2,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,",,,0",,,20.35,",0",30.04,",,,0",10.67,",,,0",,
USC00042294,1947-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",220.4,0,121,",0",4,",0",1,",0",0,",0",,,,,0,",0",0,",0",0,",0",29,",0",13,",0",,,,,7.2,",0,03,",,,,,6.6,",,0,07,",39.4,",0,19,",,,1579.3,0,,,,,,,9,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,",,,0",,,22.07,",0",30.7,",,,0",13.44,",,,0",,
USC00042294,1947-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",360.3,0,139.9,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",22,",0",,,,,8.9,",0,11,+",,,,,0,",,0,31,+",41.1,",0,20,",,,0,0,,,,,,,0,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,0",,,22.85,",0",33.56,",,,0",12.14,",,,0",,
USC00042294,1947-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",482.2,0,121.9,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",31,",0",20,",0",,,,,8.3,",0,26,",,,,,0,",,0,31,+",39.4,",0,19,",,,1.1,0,,,,,,,1.1,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",,,0",,,22.23,",0",32.23,",,,0",12.22,",,,0",,
USC00042294,1947-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",630,0,147.8,",0",0,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",30,",0",22,",0",,,,,5.6,",0,08,",,,,,0,",T,0,17,",39.4,",0,14,+",,,6.6,0,,,,,,,5.5,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,",T,,0",,,23.08,",0",34.27,",,,0",11.88,",,,0",,
USC00042294,1947-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",649.2,0,19.2,",0",7,",0",5,",0",1,",0",,,,,0,",0",0,",0",0,",0",22,",0",2,",0",,,,,5.6,",0,31,+",,,,,28.2,",,0,10,",36.1,",0,05,",,,81.9,0,,,,,,,75.3,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.7,",,,0",,,16.52,",0",23.47,",,,0",9.57,",,,0",,
USC00042294,1947-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",649.2,0,0,",0",7,",0",2,",0",0,",0",,,,,0,",0",5,",0",0,",0",0,",0",0,",0",,,,,-2.2,",0,24,+",,,,,17,",,0,15,",20.6,",0,01,",,,323.9,0,,,,,,,242,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,",,,0",,,10.27,",0",17,",,,0",3.53,",,,0",,
USC00042294,1947-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",649.2,0,0,",0",11,",0",3,",0",0,",0",,,,,0,",0",9,",0",0,",0",0,",0",0,",0",,,,,-4.4,",0,12,",,,,,6.9,",,0,17,",18.9,",0,03,+",,,677.2,0,,,,,,,353.3,",0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6,",,,0",,,6.94,",0",12.21,",,,0",1.66,",,,0",,
